node_id,field,old,new,reason,status
C00084,birth_year,,1886,"[audit:kobudo-systems] Missing in file. Go Kenki (Wu Xianhui), the Fujian White Crane teacher and tea merchant in Naha, lived 1886-1940; consistently dated across the Gokenki scholarship.",proposed
C00084,death_year,,1940,"[audit:kobudo-systems] Missing in file. Go Kenki (Wu Xianhui), the Fujian White Crane teacher and tea merchant in Naha, lived 1886-1940; consistently dated across the Gokenki scholarship.",proposed
C00025,birth_year,,1887,"[audit:kobudo-systems] Missing in file. Oshiro Chojo, direct student of Chinen Sanda and noted rokushaku-bo exponent, is dated 1887-1935 (McCarthy, Ryukyu Bugei).",proposed
C00025,death_year,,1935,"[audit:kobudo-systems] Missing in file. Oshiro Chojo, direct student of Chinen Sanda and noted rokushaku-bo exponent, is dated 1887-1935 (McCarthy, Ryukyu Bugei).",proposed
C00201,birth_year,,1938,[audit:kobudo-systems] Missing in file. Nakamoto Masahiro was born 15 January 1938 in Shuri; first kobudo hanshi 10th dan and intangible cultural asset holder.,proposed
C00245,birth_year,,1944,[audit:kobudo-systems] Missing in file. Chinen Kenyu was born in 1944 in Okinawa per Polish Wikipedia and Oshukai biographies.,proposed
C00260,birth_year,,1877,[audit:kobudo-systems] Missing in file. Wikipedia's Ufuchiku Kobudo article dates Tokashiki Saburo 1877-1967.,proposed
C00260,death_year,,1967,[audit:kobudo-systems] Missing in file. Wikipedia's Ufuchiku Kobudo article dates Tokashiki Saburo 1877-1967.,proposed
Q723832,birth_year,1898,1897,"[audit:kobudo-systems] File has birth 1898; Wikipedia and the standard biographies (born Maezato Shinken, 12 June 1897, Kume Island; died September 1970) give 1897.",proposed
C00319,birth_year,,1896,[audit:shotokan] Gima Shinkin was born 28 September 1896 in Okinawa and died in 1989 aged 93; both years currently missing.,proposed
C00319,death_year,,1989,[audit:shotokan] Gima Shinkin was born 28 September 1896 in Okinawa and died in 1989 aged 93; both years currently missing.,proposed
C00409,birth_year,,1925,"[audit:shotokan] Born 25 November 1925 in Kobe; died 14 April 1998 in Las Vegas, two days after his annual tournament. Both years currently missing.",proposed
C00409,death_year,,1998,"[audit:shotokan] Born 25 November 1925 in Kobe; died 14 April 1998 in Las Vegas, two days after his annual tournament. Both years currently missing.",proposed
C00342,birth_year,,1945,"[audit:shotokan] Born 13 June 1945 (family from Saga, born in Japanese-occupied Korea); birth year currently missing.",proposed
Q628761,birth_year,1907,1906,"[audit:shotokan] English Wikipedia gives 1906 - 24 November 1945 (aged 39, tuberculosis); the file's 1907 conflicts with the cited article. Death year 1945 is correct.",proposed
C00246,birth_year,,1927,"[audit:shito-ryu] Both years missing but well documented: born 30 May 1927 in Shuri, Okinawa; died 26 June 2005. Second son of Kenwa Mabuni and 2nd Soke of Seito Shito-ryu (Shito-ryu International Karate-do Kai).",proposed
C00246,death_year,,2005,"[audit:shito-ryu] Both years missing but well documented: born 30 May 1927 in Shuri, Okinawa; died 26 June 2005. Second son of Kenwa Mabuni and 2nd Soke of Seito Shito-ryu (Shito-ryu International Karate-do Kai).",proposed
C00285,birth_year,,1900,"[audit:shito-ryu] Both years missing: Kokuba Kosei was born in 1900 in Kokuba village (now part of Naha), Okinawa, and died in 1959, after which Shogo Kuniba became 3rd Soke of Motobu-ha. (IKKU alone gives 1901; the ITKKA and Seishinkai l",proposed
C00285,death_year,,1959,"[audit:shito-ryu] Both years missing: Kokuba Kosei was born in 1900 in Kokuba village (now part of Naha), Okinawa, and died in 1959, after which Shogo Kuniba became 3rd Soke of Motobu-ha. (IKKU alone gives 1901; the ITKKA and Seishinkai l",proposed
A0086,birth_year,,1936,"[audit:shito-ryu] Birth year missing but findable: Seiko-kai organisational histories record Suzuki born 1936 in Chiba-ken; he began under Sakagami in 1954, ran the Tokyo dojo from 1957, and founded Suzuki-ha Shito-ryu Seiko-kai after Sak",proposed
Q18413638,birth_year,1892,,[audit:wado-chito-shudokan] The 1892-1982 dates are unsupported: fr-wiki has no dates and Wikidata Q18413638 carries no date-of-birth or date-of-death statements. They exactly duplicate Hironori Otsuka's dates and were almost certainly copied in er,proposed
Q18413638,death_year,1982,,[audit:wado-chito-shudokan] The 1892-1982 dates are unsupported: fr-wiki has no dates and Wikidata Q18413638 carries no date-of-birth or date-of-death statements. They exactly duplicate Hironori Otsuka's dates and were almost certainly copied in er,proposed
Q16266721,death_year,,2019,[audit:wado-chito-shudokan] Ohgami died in October 2019 after a long illness; JKF Wadokai-affiliated obituary published 11 October 2019 and memorial pages by his own Swedish organisations. File currently lists him as living.,proposed
Q4023282,death_year,2011,,[audit:wado-chito-shudokan] Death year 2011 is unsupported: fr-wiki treats him as living (born 30 January 1938) and Wikidata Q4023282 has no death statement; no obituary found. Remove the death year.,proposed
A0097,death_year,,2022,"[audit:wado-chito-shudokan] Ajari (b. 1933, Minato Mura) died on Sunday 2 January 2022, announced by his own East Bay Wado Kai dojo. File currently lists no death year.",proposed
Q920672,death_year,1994,,[audit:kyokushin-lines] Death year 1994 is a scrape artefact (Mas Oyama's death year). Royama is alive (born 31 March 1948); he founded Kyokushin-kan in 2003 and handed the kancho role to Okazaki in 2022.,proposed
Q2664662,death_year,1994,,"[audit:kyokushin-lines] Death year 1994 is a scrape artefact (the year Matsui became IKO1 kancho on Oyama's death). Matsui is alive, born 15 January 1963.",proposed
Q11472844,death_year,1994,,[audit:kyokushin-lines] Death year 1994 is a scrape artefact. Okazaki is alive (born April 1961) and became second kancho of Kyokushin-kan on 17 April 2022.,proposed
Q64929894,death_year,2017,,"[audit:kyokushin-lines] Death year 2017 is wrong: Leona Pettas (Reona Kato, born 29 April 1992) is alive and won the K-1 super featherweight title in 2021.",proposed
Q7535789,birth_year,1945,1946,"[audit:korean-arts] File has 1945; his funeral-home obituary (Dignity Memorial, Dallas) and memorial record give born 25 April 1946, died 15 May 2020. The 1945 figure circulating on Wikipedia/press headlines is contradicted by the primary o",proposed
A0155,birth_year,,1921,[audit:korean-arts] Birth missing in file; Seo Sung-won's documented research series on the Chosun Yeonmugwan Kwon Bop Bu gives 1921. Death should remain empty: he was abducted/went missing during the Korean War (1950) and his fate is unkno,proposed
A0174,birth_year,,1933,"[audit:korean-arts] Birth missing in file. Contemporaneous mookas obituary: died 2 April 2016 aged 83 (hyangnyeon), giving birth c. 1933; Korean accounts state '1933년 생' (kangdukwon.org gives 1932 and misdates the death as 2015, contradicte",proposed
Q352678,death_year,2010,,"[audit:judo-aikido-koryu] Bregy is alive. Wikipedia gives born 30 September 1974 and describes him as living (age 51); 2010 is the end of his K-1 competitive career (1999-2010), evidently misread as a death year.",proposed
A0206,birth_year,,1956,"[audit:judo-aikido-koryu] Russian Wikipedia: born 20 May 1956 in Baku, died 27 January 2026 in Baku. Both years currently missing from the node.",proposed
A0206,death_year,,2026,"[audit:judo-aikido-koryu] Russian Wikipedia: born 20 May 1956 in Baku, died 27 January 2026 in Baku. Both years currently missing from the node.",proposed
C00202,birth_year,,1849,"[audit:orphans-1] This record is Higaonna Kanyu (Higaonna of the East), 1849-1922, cousin/relative and frequent confusion-partner of Kanryo Higaonna. Years per the English Wikipedia article (titled 'Higaonna Kanryu', a documented misspell",proposed
C00202,death_year,,1922,"[audit:orphans-1] This record is Higaonna Kanyu (Higaonna of the East), 1849-1922, cousin/relative and frequent confusion-partner of Kanryo Higaonna. Years per the English Wikipedia article (titled 'Higaonna Kanryu', a documented misspell",proposed
C00200,birth_year,,1942,"[audit:orphans-1] Mario Topolsek, European Uechi-ryu pioneer, born 12 September 1942, died 21 January 2021, per Czech Wikipedia and the European Uechi-ryu federation obituary.",proposed
C00200,death_year,,2021,"[audit:orphans-1] Mario Topolsek, European Uechi-ryu pioneer, born 12 September 1942, died 21 January 2021, per Czech Wikipedia and the European Uechi-ryu federation obituary.",proposed
C00002,birth_year,,1936,"[audit:orphans-1] Kinjo Akio (Kinjo Akio, karate researcher, founder of the Kensei Budokan, author of Karate-den Shinroku) was born 1936 in Hirara, Miyako, Okinawa, per his WEB Hiden (Budo magazine) master profile. No reliable death recor",proposed
C00641,birth_year,,1636,"[audit:orphans-2] Wang Ji (汪楫) is the Qing investiture envoy (sapposhi) who led the 1683 mission to Ryukyu and is traditionally associated with the kata Wanshu. Chinese Wikipedia, citing period records, gives 1636 (Chongzhen 9) to 1699 (K",proposed
C00641,death_year,,1699,"[audit:orphans-2] Wang Ji (汪楫) is the Qing investiture envoy (sapposhi) who led the 1683 mission to Ryukyu and is traditionally associated with the kata Wanshu. Chinese Wikipedia, citing period records, gives 1636 (Chongzhen 9) to 1699 (K",proposed
C00018,birth_year,,1908,[book:Bishop p.198-199] Bishop gives birth 1908 for Choboku Takamine; dataset had none,proposed
C00627,birth_year,,1829,[book:Bishop p.61] Bishop gives birth 1829 for Tsuken Hantaka; dataset had none,proposed
C00627,death_year,,1898,[book:Bishop p.61] Bishop gives death 1898 for Tsuken Hantaka; dataset had none,proposed
C00291,birth_year,,1894,[book:Bishop p.113-114] Bishop gives birth 1894 for Seiyei Miyahira; dataset had none,proposed
C00291,death_year,,1958,[book:Bishop p.113-114] Bishop gives death 1958 for Seiyei Miyahira; dataset had none,proposed
C00574,birth_year,,1934,[book:Bishop p.203-204] Bishop gives birth 1934 for Taketo Nakamura; dataset had none,proposed
C00508,birth_year,,1868,[book:Bishop p.63] Bishop gives birth 1868 for Shinbi Kaneshima; dataset had none,proposed
C00508,death_year,,1921,[book:Bishop p.63] Bishop gives death 1921 for Shinbi Kaneshima; dataset had none,proposed
C00221,death_year,,1904,[book:Bishop p.147] Bishop gives death 1904 for Keikichi Nakamura; dataset had none,proposed
C00363,birth_year,,1879,[book:Bishop p.104-105] Bishop gives birth 1879 for Matsutaro Ire; dataset had none,proposed
C00363,death_year,,1971,[book:Bishop p.104-105] Bishop gives death 1971 for Matsutaro Ire; dataset had none,proposed
C00515,birth_year,,1913,[book:Bishop p.203] Bishop gives birth 1913 for Shintaro Yoshizato; dataset had none,proposed
C00329,birth_year,,1921,[book:Bishop p.204] Bishop gives birth 1921 for Masakazu Miyagi; dataset had none,proposed
C00522,birth_year,,1816,[book:Bishop p.46-47] Bishop gives birth 1816 for Shoi Sai; dataset had none,proposed
C00522,death_year,,1906,[book:Bishop p.46-47] Bishop gives death 1906 for Shoi Sai; dataset had none,proposed
C00514,birth_year,,1902,[book:Bishop p.127] Bishop gives birth 1902 for Shinsuke Kaneshima; dataset had none,proposed
C00660,birth_year,,1896,[book:Bishop p.199] Bishop gives birth 1896 for Yoshio Itokazu; dataset had none,proposed
C00003,birth_year,,1886,"[book:Bishop p.109, 111] Bishop gives birth 1886 for Anbun Tokuda; dataset had none",proposed
C00003,death_year,,1945,"[book:Bishop p.109, 111] Bishop gives death 1945 for Anbun Tokuda; dataset had none",proposed
C00476,birth_year,,1896,[book:Bishop p.83-84] Bishop gives birth 1896 for Seikichi Hokama; dataset had none,proposed
Q715769,death_year,1899,1901,"[RESOLVED best-guess: KEEP current] Modern consensus incl. ja-wiki gives Matsumura c.1809-1899; Bishop's 1901 is a minority reading of the traditional dates | was: [CONTESTED: Bishop, Okinawan Karate p.55-58 gives 1901; dataset holds 1899 (Wikidata/Wikipedia consensus). Bishop is a primary source but these dates are disputed in the literature; set status=proposed to adopt Bishop, or rejected to ke",rejected
Q1147708,birth_year,1870,1871,"[RESOLVED best-guess: KEEP current] The Motobu family's own record and ja-wiki give 1870; Bishop's 1871 is unsupported elsewhere | was: [CONTESTED: Bishop, Okinawan Karate p.86 gives 1871; dataset holds 1870 (Wikidata/Wikipedia consensus). Bishop is a primary source but these dates are disputed in the literature; set status=proposed to adopt Bishop, or rejected to keep the current value.]",rejected
Q38585428,birth_year,1894,1892,"[RESOLVED best-guess: KEEP current] En/ja-wiki and Okinawa Kenpo organisations give 20 Jan 1894; Bishop's c.1892 is explicitly approximate | was: [CONTESTED: Bishop, Okinawan Karate p.147 gives 1892; dataset holds 1894 (Wikidata/Wikipedia consensus). Bishop is a primary source but these dates are disputed in the literature; set status=proposed to adopt Bishop, or rejected to keep the current value",rejected
A0162,birth_year,,1710,[research:https://ryukyu-bugei.com/?p=6415] scholarship gives birth 1710 for Shiohira Peichin (Shionja); dataset had none,proposed
C00293,birth_year,,1893,[research:https://ryukyu-bugei.com/?p=7351] scholarship gives birth 1893 for Seiyu Nakasone; dataset had none,proposed
C00293,death_year,,1983,[research:https://ryukyu-bugei.com/?p=7351] scholarship gives death 1983 for Seiyu Nakasone; dataset had none,proposed
A0219,birth_year,,1890,[research:https://medium.com/motobu-ryu-blog/why-i-was-taught-motobu-udund%C4%AB-b927598a3453] scholarship gives birth 1890 for Motobu Chomo; dataset had none,proposed
A0219,death_year,,1945,[research:https://medium.com/motobu-ryu-blog/why-i-was-taught-motobu-udund%C4%AB-b927598a3453] scholarship gives death 1945 for Motobu Chomo; dataset had none,proposed
C00514,death_year,,1990,[research:http://web.archive.org/web/20230928101037/https://ryukyu-bugei.com/?p=8326] scholarship gives death 1990 for Shinsuke Kaneshima; dataset had none,proposed
C00101,birth_year,,1905,[research:https://medium.com/motobu-ryu-blog/motobu-ch%C5%8Dy%C5%ABs-uns%C5%AB-f139995473fb] scholarship gives birth 1905 for Juei Tamaki; dataset had none,proposed
C00101,death_year,,1997,[research:https://medium.com/motobu-ryu-blog/motobu-ch%C5%8Dy%C5%ABs-uns%C5%AB-f139995473fb] scholarship gives death 1997 for Juei Tamaki; dataset had none,proposed
C00150,birth_year,,1894,[research:https://ryukyu-bugei.com/?p=4203] scholarship gives birth 1894 for Jinsei Kamiya; dataset had none,proposed
C00150,death_year,,1964,[research:https://ryukyu-bugei.com/?p=4203] scholarship gives death 1964 for Jinsei Kamiya; dataset had none,proposed
C00206,birth_year,,1800,[research:https://ryukyu-bugei.com/?p=7351] scholarship gives birth 1800 for Karyu Uku; dataset had none,proposed
C00206,death_year,,1850,[research:https://ryukyu-bugei.com/?p=7351] scholarship gives death 1850 for Karyu Uku; dataset had none,proposed
C00269,birth_year,,1656,[research:https://ryukyu-bugei.com/?p=5688] scholarship gives birth 1656 for Kojo UEKATA; dataset had none,proposed
C00269,death_year,,1737,[research:https://ryukyu-bugei.com/?p=5688] scholarship gives death 1737 for Kojo UEKATA; dataset had none,proposed
C00236,birth_year,,1900,[research:https://medium.com/motobu-ryu-blog/motobu-ch%C5%8Dy%C5%ABs-goj%C5%ABshiho-ec8332145ab1] scholarship gives birth 1900 for Kensei Kinjo; dataset had none,proposed
Q699236,death_year,1916,1915,"[RESOLVED best-guess: ADOPT] ja-wiki and Quast's document-based work give 23 Dec 1915; the 1916 figure is the en-wiki/Wikidata echo of the same date crossing the new year | was: [CONTESTED: web scholarship (https://ryukyu-bugei.com/?p=7330) gives 1915; dataset holds 1916. Set status=proposed to adopt, rejected to keep current.]",proposed
Q3482287,birth_year,1890,1891,"[RESOLVED best-guess: KEEP current] En/ja-wiki and Shito-kai histories give Gusukuma 1890-1954; the 1891 variant is weaker | was: [CONTESTED: web scholarship (https://ryukyu-bugei.com/?p=8326) gives 1891; dataset holds 1890. Set status=proposed to adopt, rejected to keep current.]",rejected
Q3482287,death_year,1954,1957,"[RESOLVED best-guess: KEEP current] As above: 1954 is the consensus; 1957 appears only in scattered secondary pages | was: [CONTESTED: web scholarship (https://ryukyu-bugei.com/?p=8326) gives 1957; dataset holds 1954. Set status=proposed to adopt, rejected to keep current.]",rejected
Q557301,death_year,1927,1929,"[RESOLVED best-guess: KEEP current] Nagamine (who knew him) and ja-wiki give Arakaki Ankichi 1899-1927, died aged 28; 1929 is a copyist variant | was: [CONTESTED: web scholarship (https://ryukyu-bugei.com/?p=4911) gives 1929; dataset holds 1927. Set status=proposed to adopt, rejected to keep current.]",rejected
Q16006586,death_year,1969,1967,"[RESOLVED best-guess: ADOPT] Senbukan/Seito Goju lineage sources (seinenkai.com, shuriway) give Izumigawa Kanki 1908-1967; 1969 is unsourced | was: [CONTESTED: web scholarship (https://medium.com/motobu-ryu-blog/motobu-ch%C5%8Dy%C5%ABs-u) gives 1967; dataset holds 1969. Set status=proposed to adopt, rejected to keep current.]",proposed
A0236,birth_year,,1812,[book:Nagamine/Cramer/Guarelli SECTION 8] gives birth 1812 for Ishimine Pechin; dataset had none,proposed
A0236,death_year,,1892,[book:Nagamine/Cramer/Guarelli SECTION 8] gives death 1892 for Ishimine Pechin; dataset had none,proposed
W0017,birth_year,,1814,"[book:Guarelli, Okinawan Kobudo guarelli02 line 3] gives birth 1814 for Tawada 'Meganto' Shinboku; dataset had none",proposed
W0017,death_year,,1848,"[book:Guarelli, Okinawan Kobudo guarelli02 line 3] gives death 1848 for Tawada 'Meganto' Shinboku; dataset had none",proposed
C00257,birth_year,,1845,"[book:Nagamine, Tales of Okinawa's Great Masters PDF PAGE 45] gives birth 1845 for Kiyuna Pechin; dataset had none",proposed
C00257,death_year,,1920,"[book:Nagamine, Tales of Okinawa's Great Masters PDF PAGE 45] gives death 1920 for Kiyuna Pechin; dataset had none",proposed
C00026,birth_year,,1769,[book:Nagamine/Cramer/Guarelli PDF 29-31] gives birth 1769 for Choken Makabe; dataset had none,proposed
C00026,death_year,,1823,[book:Nagamine/Cramer/Guarelli PDF 29-31] gives death 1823 for Choken Makabe; dataset had none,proposed
C00436,death_year,,1939,[book:Nagamine/Cramer/Guarelli PDF PAGE 45] gives death 1939 for Ryosei Kuwae; dataset had none,proposed
B0030,birth_year,,1772,"[book:Guarelli, Okinawan Kobudo SECTION 8] gives birth 1772 for Soeishi; dataset had none",proposed
B0030,death_year,,1825,"[book:Guarelli, Okinawan Kobudo SECTION 8] gives death 1825 for Soeishi; dataset had none",proposed
W0020,birth_year,,1873,[book:Nagamine/Cramer/Guarelli PDF PAGE 115-116] gives birth 1873 for Kin Ryojin and Kin Ryosho; dataset had none,proposed
W0020,death_year,,1936,[book:Nagamine/Cramer/Guarelli PDF PAGE 115-116] gives death 1936 for Kin Ryojin and Kin Ryosho; dataset had none,proposed
J0173,birth_year,,1936,Lee Haeng-ung: [kata completion] Roster entry carried no value for this field; the kata sweep supplied it while tracing the kata's attribution.,proposed
C00444,birth_year,,1900,Saburo Uehara: [kata completion] Roster entry carried no value for this field; the kata sweep supplied it while tracing the kata's attribution.,proposed
C00444,death_year,,1965,Saburo Uehara: [kata completion] Roster entry carried no value for this field; the kata sweep supplied it while tracing the kata's attribution.,proposed
KN005,birth_year,,1862,"[book:Taira Shinken, Ryukyu Kobudo Taikan, trans. McCarthy, Koryu Uchinadi vol.1 p.110] gives birth 1862 for Kanegawa Gimu; dataset had none",proposed
KN005,death_year,,1921,"[book:Taira Shinken, Ryukyu Kobudo Taikan, trans. McCarthy, Koryu Uchinadi vol.1 p.110] gives death 1921 for Kanegawa Gimu; dataset had none",proposed
KN006,birth_year,,1780,"[book:McCarthy, Koryu Uchinadi vol.2 p.19] gives birth 1780 for Chinen Shikiyanaka; dataset had none",proposed
KN006,death_year,,1841,"[book:McCarthy, Koryu Uchinadi vol.2 p.19] gives death 1841 for Chinen Shikiyanaka; dataset had none",proposed
KP001,birth_year,,1887,"[book:McCarthy, Koryu Uchinadi vol.2 p.19] gives birth 1887 for Tang Daiji; dataset had none",proposed
KP001,death_year,,1937,"[book:McCarthy, Koryu Uchinadi vol.2 p.19] gives death 1937 for Tang Daiji; dataset had none",proposed
KN008,birth_year,,1846,"[book:McCarthy, Koryu Uchinadi vol.2 p.32] gives birth 1846 for Sueyoshi; dataset had none",proposed
KN008,death_year,,1920,"[book:McCarthy, Koryu Uchinadi vol.2 p.32] gives death 1920 for Sueyoshi; dataset had none",proposed
KN011,birth_year,,1851,"[book:McCarthy, Koryu Uchinadi vol.2 p.46] gives birth 1851 for Tawada Shinboku; dataset had none",proposed
KN011,death_year,,1920,"[book:McCarthy, Koryu Uchinadi vol.2 p.46] gives death 1920 for Tawada Shinboku; dataset had none",proposed
B0011,death_year,,1993,"[book:McCarthy, Koryu Uchinadi vol.2 p.46] gives death 1993 for Kanei Uechi (Shito-ryu); dataset had none",proposed
