node_id,style_id,reason,status
C00566,konan-ryu,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] Co-led the 1978 breakaway with Itokazu Seiki and the renaming to Kōnan-ryū; currently tagged only kar",proposed
C00586,hayashi-ha-shito-ryu,[taxonomy:shito-ryu/confirmed] Founded Hayashi-ha Shito-ryu in Osaka in 1970 and led it until his death in 2004.,proposed
C00586,motobu-ha-shito-ryu,"[taxonomy:shito-ryu/confirmed] Chief disciple of Kosei Kuniba; president of Motobu-ha Seishin-kai from 1959 until 1970, when he handed leadership to Shogo Kuniba.",proposed
C00625,ryuei-ryu,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] Student of Nakaima Kenkō in the 1970s; world kata champion and the style's most prominent modern mast",proposed
C00628,shohei-ryu,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] Okikukai hanshi 10th dan, one of the senior masters of the 1991 Okikukai/Shōhei-ryū group; currently ",proposed
Q1046410,chung-do-kwan,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] Trained in the Chung Do Kwan in Ko",proposed
Q106695378,senbukan,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] Senior student of Kanki Izumigawa in the Senbukan line; founded the Sōsuikan dojo in Tokyo and taught Tadahiko Otsuka.",proposed
Q11449100,inoue-ha-shito-ryu,[taxonomy:shito-ryu/confirmed] Trained under Yoshimi Inoue from 2005; world kata champion 2012 and one of the three students who promoted Inoue-ha worldwide after his death.,proposed
Q115091,usa-goju,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] Yamaguchi student who broke away and founded USA Gōjū (American Gōjū) in New York, opening the Chinatown Dojo in 1967.",proposed
Q130739281,shorin-ryu-reihokan,[taxonomy:shorin-ryu-tree/confirmed] Founder of the Reihokan branch of Kobayashi Shorin-ryu.,proposed
Q1473967,genbu-kai,[taxonomy:shito-ryu/confirmed] Trained under Ryusho Sakagami (Itosu-kai) from 1952; founded Shito-ryu Karate-do Genbu-kai International c. 1999 and led it until his death in 2023.,proposed
Q15987228,shorin-ryu-kyudokan,"[taxonomy:shorin-ryu-tree/confirmed] Founder of the Kyudokan dojo (Naha, 1947), Kobayashi line under Chibana.",proposed
Q15987278,ryukyu-hon-kenpo,[taxonomy:shorin-ryu-tree/confirmed] Student of Shigeru Nakamura; renamed his federation Ryukyu Hon Kenpo Kobujutsu in 1998.,proposed
Q1738762,goju-kai,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] Trained in Gōjū-ryū under So Nei-chu within the Yamaguchi Gōjū-kai line before co-founding Kyokushin.",proposed
Q18230165,uechi-ryu,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] First American Uechi-ryū black belt; introduced the style to the United States (1958); currently tagg",proposed
Q1908088,kingai-ryu,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] Learned Kingai-ryū from his teacher Kingai in Fuzhou and passed it down as the Matayoshi family art.",proposed
Q1908090,kingai-ryu,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] Inherited and transmitted Kingai-ryū within the Matayoshi family curriculum.",proposed
Q2599967,iogkf,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] Founded the International Okinawan Gōjū-ryū Karate-dō Federation in 1979 after training at the Jundōkan under An'ichi Miyagi.",proposed
Q27363,isshin-ryu-kobudo,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] Studied kobudō under Taira Shinken (and the Yabiku line) and embedded the weapons kata into Isshin-ry",proposed
Q294548,goju-kai,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/plausible] Studied Gōjū-ryū under So Nei Chu in the Japanese Gōjū line before founding Kyokushin.",proposed
Q303,american-kenpo,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] Trained under Ed Parker and is listed among notable American Kenpo practitioners; Parker awarded him black-belt rank. Upgrades generic ",proposed
Q3139173,matsumura-seito,"[taxonomy:shorin-ryu-tree/confirmed] Head of Matsumura Seito (orthodox) Shorin-ryu, inherited the Matsumura family tradition from Nabe Matsumura.",proposed
Q356335,itf-taekwondo,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] Founder of the International Taekw",proposed
Q356335,oh-do-kwan,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] Co-founder of the army Oh Do Kwan ",proposed
Q3959901,kuniba-ha,[taxonomy:shito-ryu/confirmed] Renamed the Motobu-ha system Kuniba-ha Shito-ryu before his death in 1992.,proposed
Q4785266,isshin-ryu-kobudo,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] Direct student of Shimabuku Tatsuo and leading authority on Isshin-ryū weapons (roster tags isshin-ry",proposed
Q550492,american-kenpo,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] Named among Ed Parker's notable students; earned his kenpo black belt under Parker before joining Bruce Lee. Upgrades generic roster ta",proposed
Q6167244,tracy-kenpo,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] Trained under Ed Parker and Al Tracy in American Kenpo; promoted to 8th-degree black belt by Al Tracy. Upgrades generic roster tag kenp",proposed
Q6418995,uechi-ryu-kenyukai,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] Founded the Kenyūkai in 1981 in his father Seiyū's memory and heads the International Kenyūkai Associ",proposed
Q64574038,ryuei-ryu,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] Olympic kata champion; Ryūei-ryū practitioner and student of Sakumoto Tsuguo; currently tagged only g",proposed
Q64929894,shinkyokushin,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] WKO Shinkyokushin world champion (",proposed
Q6753487,shito-kai,[taxonomy:shito-ryu/confirmed] Led the East Japan (Higashi-Nihon) headquarters from 1960 and co-founded the unified All Japan Karatedo Shito-kai in 1964; later its president.,proposed
Q6782576,kobayashi-shorin-ryu,[taxonomy:shorin-ryu-tree/plausible] Chairman of Shorin-ryu Shinkokai; Kobayashi lineage via Sokuichi Gibu and Seiki Toma.,proposed
Q6884566,world-oyama,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] Co-founded World Oyama Karate with",proposed
Q6918025,ryukyu-kobujutsu-hozon-shinko-kai,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] Received the first hanshi diploma from Taira Shinken; headed the Ryūkyū Kobujutsu Hozon Shinkō Kai in",proposed
Q727360,shito-kai,[taxonomy:shito-ryu/confirmed] President of the West Japan (Nishi-Nihon) headquarters from 1960 and co-leader of the unified All Japan Karatedo Shito-kai from 1964.,proposed
Q7364578,chinese-goju,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] Student of Peter Urban and Frank Ruiz; founded the Chinese Gōjū system on 25 January 1971.",proposed
Q7827674,matsubayashi-ryu,"[taxonomy:shorin-ryu-tree/confirmed] Matsubayashi lineage (Shima-ha Shorin-ryu, via Masao Shima) alongside his Yamanni-ryu kobudo.",proposed
Q9096235,chung-do-kwan,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] Founder of the Chung Do Kwan (1944",proposed
A0003,chung-do-kwan,[taxonomy:Korean tree: taekwondo (kwan/confirmed] Trained at the Chung Do Kwan under Won Kuk Lee before co-founding the Oh Do Kwan with Choi Hong-hi.,proposed
A0009,uechi-ryu-zankai,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Founded the Okinawa Karate-do Uechi-ryu Zankai (Zankyokai) at Zakimi in April 1998; last direct student of Kanbun Uechi's generation.",proposed
A0011,iogkf,[taxonomy:Goju-ryu tree (naha-te): Goj/confirmed] Direct student of Chojun Miyagi and teacher of Morio Higaonna; recognised as the lineage head of the IOGKF (An'ichi Miyagi–Higaonna line).,proposed
A0059,ueshiro-shorin-ryu,[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Hand-picked successor of Ansei Ueshiro and head of Ueshiro Shorin-Ryu Karate USA.,proposed
A0066,matsumura-kenpo,"[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Founder of Shōrin-ryū Matsumura Kenpō and the Matsumura Kenpō Shōrin-ryū Karate Kobudō Federation, after studying under Hōhan Sōken and Shigeru Nakamura.",proposed
A0067,matsumura-kenpo,[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Son of founder Yuichi Kuda and president of the Matsumura Kenpō world association since 1999.,proposed
A0090,dento-shito-ryu,"[taxonomy:Shito-ryu complete tree (sty/plausible] Son of Kenei Mabuni, inaugurated third sōke of Shitō-ryū in Osaka on 28 February 2016; heads the Dentō/WSKF Mabuni line. Currently tagged only generic shito-ryu.",proposed
A0095,wado-ryu-karate-do-renmei,[taxonomy:mainland-japanese-kyokushin/confirmed] Third grandmaster heading the Wadoryu Karatedo Renmei.,proposed
A0096,wado-kai,[taxonomy:mainland-japanese-kyokushin/confirmed] JKF Wadokai chief instructor after Arakawa.,proposed
A0099,wado-kokusai,"[taxonomy:mainland-japanese-kyokushin/confirmed] WIKF chief instructor, successor to Tatsuo Suzuki.",proposed
A0124,matayoshi-kodokan,[taxonomy:kobudo (complete Okinawan/Ry/plausible] Son of Matayoshi Shinpō and current head of the Kodokan dojo and Zen Okinawa Kobudō Renmei following Shinpō's death in 1997.,proposed
A0135,imgka,"[taxonomy:Goju-ryu tree (naha-te): Goj/plausible] Vice president of the IMGKA, younger brother of Akihito Yagi.",proposed
A0152,renbukai,"[taxonomy:mainland-japanese-kyokushin/confirmed] First director of the Kanbukan (1945), the direct forerunner of Renbukai.",proposed
A0153,moo-duk-kwan,[taxonomy:Korean tree: taekwondo (kwan/confirmed] Second-generation head of the Moo Duk Kwan founded by his father Hwang Kee.,proposed
A0158,isshin-ryu-aoka,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Long-time president of the AOKA in the United States after Tatsuo Shimabuku established it in 1961.",proposed
A0178,chung-do-kwan,[taxonomy:Korean tree: taekwondo (kwan/confirmed] Trained under successive Chung Do Kwan heads Son Duk-sung and Uhm Woon-kyu (and Nam Tae-hi) before becoming one of the twelve original ITF masters; currently tagged only generically.,proposed
A0181,gtf,[taxonomy:Korean tree: taekwondo (kwan/confirmed] Founded the Global Taekwon-Do Federation on 14 June 1990 after leaving the ITF; currently tagged only with generic taekwondo and itf-taekwondo.,proposed
A0193,asai-ryu,"[taxonomy:mainland-japanese-kyokushin/confirmed] Chief instructor of JKS, the organisation carrying Asai's line.",proposed
A0194,skif,"[taxonomy:mainland-japanese-kyokushin/confirmed] SKIF kancho, son of founder Hirokazu Kanazawa.",proposed
A0195,skif,[taxonomy:mainland-japanese-kyokushin/confirmed] SKIF chief instructor and technical successor to Kanazawa.,proposed
A0212,gohakukai,"[taxonomy:Goju-ryu tree (naha-te): Goj/confirmed] Founded the Gohaku-kai in 1982, merging Fukuchi Seiko's Goju-ryu with Nakasone Seiyu's Tomari-te; current roster tags are generic.",proposed
A0227,doshinkan,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of Karatedo Doshinkan (Vienna); 10th dan heir of Kanken Toyama's Shudokan.,proposed
A0236,ishimine-ryu,[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] The Shuri-te master ('Old Ishimine') whose art the Ishimine-ryū school preserves and after whom it is named.,proposed
B0015,honshin-ryu,"[taxonomy:Shorin-ryu (Kobayashi/Shobay/plausible] Nakamura Heisaburō (1894-1975), successor of Kuniyoshi Shinkichi and teacher of Miyagi Masakazu, who codified the line as Honshin-ryū in 1975; roster entry has no style tags.",proposed
C00034,shobayashi-shorin-ryu,[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Founder of Shōbayashi Shōrin-ryū; roster entry currently tagged only karate-generic.,proposed
C00066,kenshinkan,[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Founder of Shōrin-ryū Kenshin-kan (1977); roster entry currently tagged only karate-generic.,proposed
C00066,matsumura-seito,[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Senior student of Hōhan Sōken in Matsumura Seitō Shōrin-ryū before founding the Kenshin-kan.,proposed
C00086,ikga,[taxonomy:Goju-ryu tree (naha-te): Goj/confirmed] Son of Gogen Yamaguchi and Saiko Shihan (president) of the IKGA.,proposed
C00098,shorinji-ryu,"[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Founder of Okinawan Shōrinji-ryū (1954), direct student of Chōtoku Kyan; roster entry currently tagged only karate-generic.",proposed
C00117,uechi-ryu-karate-do-kyokai,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Son of Kanei Uechi; headed the Uechi-ryu Karate-do Association (soke line) after the 1991 split.",proposed
C00209,chubu-shorin-ryu,[taxonomy:Shorin-ryu (Kobayashi/Shobay/plausible] Kōchi Katsuhide headed the Chūbu Shōrin-ryū Karate-dō Kyōkai federation of Zenryō Shimabukuro-lineage schools after Zenryō's death in 1969; roster tag is only karate-generic.,proposed
C00232,ryuei-ryu-hozonkai,[taxonomy:Goju-ryu tree (naha-te): Goj/confirmed] Third-generation inheritor who made the Nakaima family style public in 1971 and founded the Ryuei-ryu Karate Kobudo Preservation Society.,proposed
C00245,world-oshukai,[taxonomy:kobudo (complete Okinawan/Ry/confirmed] Trained under Matayoshi Shinpō from 1962; founded the World Oshukai Dento Okinawa Shorin-Ryu Karate Do Kobudo Federation in 1993 as its president and chief instructor.,proposed
C00247,isshin-ryu,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Eldest son of founder Tatsuo Shimabuku; inherited headship of Isshin-ryu in 1975; currently tagged only karate-generic.",proposed
C00247,isshin-ryu-iwka,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Founded the Isshin-ryu World Karate Association in August 1974 with his father's blessing.",proposed
C00261,tomari-te,"[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Iha Kōtatsu (1873-1928), principal student of Matsumora Kōsaku and key transmitter of Tomari-te; roster dates match documented dates. Currently tagged only karate-generic.",proposed
C00293,tomari-te,"[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Nakasone Seiyū (1893-1967), successor of Iha Kōtatsu who preserved the Tomari-te kata and taught Tokashiki Iken of the Gōhakukai; currently tagged only karate-generic.",proposed
C00319,gima-ha,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of Gima-ha Shoto-ryu (1956); partner in Funakoshi's first Tokyo demonstrations.,proposed
C00354,okinawan-kobudo,"[taxonomy:kobudo (complete Okinawan/Ry/confirmed] Shuri sai master of the 19th century, documented as one of the two principal kobujutsu teachers of Yabiku Mōden. Currently tagged only karate-generic.",proposed
C00368,shorin-ryu-shorinkan,"[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Nakazato Minoru (仲里稔), son of Shūgorō Nakazato and current president (hanshi 10th dan) of Shōrin-ryū Shorinkan; roster tag is only karate-generic.",proposed
C00373,ryukyu-kobujutsu-kenkyukai,"[taxonomy:kobudo (complete Okinawan/Ry/confirmed] Founded the Ryūkyū Kobujutsu Kenkyūkai in Tokyo in 1911, the first modern kobudo preservation organisation; teacher of Taira Shinken. Currently tagged only karate-generic.",proposed
C00508,ishimine-ryu,"[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Kaneshima Shinbi (1868-1921) studied under Ishimine from around 1883 and transmitted the tradition to his son Shin'ei, who named it Ishimine-ryū.",proposed
C00510,honshin-ryu,"[taxonomy:Shorin-ryu (Kobayashi/Shobay/plausible] Kuniyoshi Shinkichi (Bushi Kunishi, 1848-1926), whose Kunishi bō and Kunishi kumi bō form the core of Honshin-ryū; root of the tradition. Roster tag is only karate-generic.",proposed
C00514,tozan-ryu,[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Founder of Tōzan-ryū Shindōkan; trained under Motobu Chōki and Tōyama Chōgi in Taiwan. Roster birth year 1902 differs from OKKB/OKIC sources giving 1895.,proposed
C00517,ishimine-ryu,"[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Kaneshima Shin'ei (b. 1903) named the Ishimine-ryū school in honour of Ishimine, his father's teacher, and headed this private Shuri-te tradition.",proposed
C00574,okinawa-kenpo,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Son of Shigeru Nakamura; built the 1953 Nago hombu dojo and continued the Nakamura line of Okinawa Kenpo after his father's death in 1969.",proposed
C00653,matayoshi-kodokan,[taxonomy:kobudo (complete Okinawan/Ry/confirmed] Senior student of Matayoshi Shinpō who served as kancho of the Kodokan hombu dojo before founding his own organisation.,proposed
C00653,okinawa-kobudo-doushi-renseikai,[taxonomy:kobudo (complete Okinawan/Ry/confirmed] Founded the Okinawa Kobudō Dōshi Rensei-kai in January 2002 after retiring as kancho of the Matayoshi Kodokan dojo. Currently tagged only karate-generic.,proposed
C00664,gohakukai,[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Same kanji (渡嘉敷唯賢) as A0212 Tokashiki Iken; 'Yuken' is an alternative reading. Founder of the Gōhakukai. These two roster entries appear to be duplicates of one person.,proposed
C00672,shorin-ryu-seibukan,[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Son of founder Zenryō Shimabukuro and current head (2nd generation) of the Okinawa Shōrin-ryū Seibukan; roster entry currently tagged only karate-generic.,proposed
Q1046410,jhoon-rhee-taekwondo,[taxonomy:Korean tree: taekwondo (kwan/confirmed] Founder of the Jhoon Rhee system; opened his Washington DC institute in 1962 from his Chung Do Kwan base and is styled the father of American taekwondo.,proposed
Q11365653,kendokai,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of Kendokai (1983); central Kanbukan/Renbukai-lineage master under Kanken Toyama. His existing kyokushin tag appears erroneous.,proposed
Q11391351,imgka,[taxonomy:Goju-ryu tree (naha-te): Goj/confirmed] Chairman of the IMGKA since 2016; grandson of Meibukan founder Meitoku Yagi.,proposed
Q124766,jka,[taxonomy:mainland-japanese-kyokushin/confirmed] Co-founder of the JKA (1949) and JKA instructor before establishing ITKF in the US.,proposed
Q1360025,kase-ha,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of Kase-ha Shotokan-ryu via the World Kase-Ha Shotokan Karate-do Academy (1989).,proposed
Q1584213,koshiki-karatedo,[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Created Kōshiki Karatedō competition rules and Supersafe equipment in 1979 and founded the World Koshiki Karatedo Federation.,proposed
Q15845041,jka,[taxonomy:mainland-japanese-kyokushin/confirmed] JKA hombu instructor and multiple JKA All Japan kata champion.,proposed
Q15845053,jka,[taxonomy:mainland-japanese-kyokushin/confirmed] JKA hombu instructor and JKA All Japan kata and kumite champion.,proposed
Q15987564,jka,[taxonomy:mainland-japanese-kyokushin/confirmed] JKA hombu instructor; JKA chief instructor from 2014.,proposed
Q1678211,moo-duk-kwan,[taxonomy:Korean tree: taekwondo (kwan/confirmed] Trained in Hwang Kee's Moo Duk Kwan in Korea and came to the USA in 1968 as a Korean Moo Duk Kwan representative before founding the WTSDA.,proposed
Q1678211,world-tang-soo-do-association,[taxonomy:Korean tree: taekwondo (kwan/confirmed] Founder (1982) and lifelong head of the World Tang Soo Do Association. Current tags are generic tang-soo-do/taekwondo.,proposed
Q16907056,whooping-crane,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Founder of Minghequan (Whooping/Crying Crane) in Fuzhou; widely identified with Ryu Ryu Ko, teacher of Kanryo Higaonna; roster currently tags him goju-ryu/te only.",proposed
Q1737900,jska,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of the Japan Shotokan Karate Association (1999).,proposed
Q189805,chubu-shorin-ryu,[taxonomy:Shorin-ryu (Kobayashi/Shobay/plausible] Headed the Chūbu (central Okinawa) Shōrin-ryū association of which his Seibukan was the leading school.,proposed
Q1908088,matayoshi-kobudo,[taxonomy:kobudo (complete Okinawan/Ry/confirmed] Founder of the Matayoshi family kobudo tradition; currently tagged okinawan-kobudo and kingai-ryu but missing the matayoshi-kobudo tag itself.,proposed
Q2079584,chun-kuk-do,[taxonomy:Korean tree: taekwondo (kwan/confirmed] Held a 9th degree black belt awarded under Chuck Norris and is categorised as a Chun Kuk Do practitioner; business partner in Norris's schools.,proposed
Q21503589,wado-kai,[taxonomy:mainland-japanese-kyokushin/confirmed] Long-serving JKF Wadokai chief instructor (9th dan).,proposed
Q221797,kyokushin,"[taxonomy:mainland-japanese-kyokushin/confirmed] First Kyokushin uchi-deshi of Mas Oyama; opened the first overseas Kyokushin dojo (Hawaii, 1957). Tags currently generic.",proposed
Q23688927,shintani-wado-kai,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of the Shintani Wado Kai Karate Federation in Canada.,proposed
Q2473562,pangai-noon,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Studied under Zhou Zihe in Fuzhou from 1897 and taught the art as Pangai-noon until it was renamed Uechi-ryu in 1940.",proposed
Q2619054,ska,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of Shotokan Karate of America; direct student of Gichin Funakoshi.,proposed
Q2664662,iko-1,[taxonomy:mainland-japanese-kyokushin/confirmed] Kancho of IKO Kyokushinkaikan (IKO-1) since succeeding Mas Oyama in 1994.,proposed
Q2673,moo-duk-kwan,"[taxonomy:Korean tree: taekwondo (kwan/confirmed] Earned his Tang Soo Do black belt in Moo Duk Kwan lineage while stationed at Osan Air Base, training under Jae Chul Shin; basis of his later Chun Kuk Do.",proposed
Q268880,ikga,[taxonomy:Goju-ryu tree (naha-te): Goj/confirmed] Founded the International Karate-do Goju-kai Association in 1965 as the worldwide body of his Goju-kai.,proposed
Q29043333,jka,[taxonomy:mainland-japanese-kyokushin/confirmed] Head of JKA South Africa; first non-Japanese to reach JKA 7th dan.,proposed
Q2911640,jka,[taxonomy:mainland-japanese-kyokushin/confirmed] Graduate of the first JKA instructor course; JKA chief instructor in the US.,proposed
Q2915906,iskf,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder and chief instructor of the International Shotokan Karate Federation (1977).,proposed
Q3081845,kyokushin,"[taxonomy:mainland-japanese-kyokushin/confirmed] Kyokushin World Open champion (1999, IKO); current tags are only generic.",proposed
Q3136331,wado-ryu-karate-do-renmei,"[taxonomy:mainland-japanese-kyokushin/confirmed] Second grandmaster of Wado-ryu, head of the Wadoryu Karatedo Renmei after the 1981 split.",proposed
Q348074,jka,[taxonomy:mainland-japanese-kyokushin/confirmed] JKA instructor dispatched to Italy in 1965; later co-founded WKSA (Kase-ha) with Taiji Kase.,proposed
Q384558,jka,[taxonomy:mainland-japanese-kyokushin/confirmed] First chief instructor of the Japan Karate Association (1955-1987); defined the JKA line of Shotokan.,proposed
Q38585428,okinawa-kenpo,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Founder: opened his Nago dojo in 1953 and named his karate Okinawa Kenpo; currently tagged only generic te/karate.",proposed
Q3984846,jundokan-international,"[taxonomy:Goju-ryu tree (naha-te): Goj/confirmed] Founded Jundokan International (Spokane, 1987) in honour of his teacher Eiichi Miyazato.",proposed
Q4353136,jka,[taxonomy:mainland-japanese-kyokushin/confirmed] JKA hombu (headquarters) instructor.,proposed
Q471629,skif,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of SKIF after leaving the JKA in 1977.,proposed
Q4731883,jhoon-rhee-taekwondo,"[taxonomy:Korean tree: taekwondo (kwan/confirmed] Jhoon Rhee's first American black belt (Texas, Chung Do Kwan lineage); built the Southwest tournament circuit from Rhee's system. Current tags are generic taekwondo.",proposed
Q4763171,isshin-ryu,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Son-in-law of Tatsuo Shimabuku and leading technical instructor of Isshin-ryu; currently tagged only te/karate-generic.",proposed
Q4763171,isshin-ryu-oikka,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Founder of the Okinawa Isshin-ryu Karate Kobudo Association (hombu established 1990).",proposed
Q4770567,ueshiro-shorin-ryu,"[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Founder of Shorin-Ryu Karate USA (1962), the American Matsubayashi lineage that later became independent as Ueshiro Shōrin-ryū.",proposed
Q4785266,isshin-ryu-uika,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Co-founder of the UIKA (1977) with Mitchum, Johnson and Murphey.",proposed
Q5103850,yamanni-chinen-ryu-rbkd,[taxonomy:kobudo (complete Okinawan/Ry/confirmed] Student of Chinen Masami and head of the Ryūkyū Bujutsu Kenkyū Dōyūkai (founded 1985) that transmitted Yamanni Chinen-ryū bojutsu internationally.,proposed
Q5294533,isshin-ryu-aoka,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Carried on the AOKA in the United States with Steve Armstrong until the 1977 split.",proposed
Q5485463,shotokan,[taxonomy:mainland-japanese-kyokushin/confirmed] Senior KUGB Shotokan instructor and champion; current tags are only generic.,proposed
Q562024,ifk-kyokushin,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of the International Federation of Karate (Kyokushin) in 1992.,proposed
Q5661611,isshin-ryu-uika,"[taxonomy:Antecedents (te/tode, Chines/confirmed] Co-founded the United Isshinryu Karate Association in Albany, Georgia, March 1977.",proposed
Q665589,kwf,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of the Karatenomichi World Federation (2000).,proposed
