node_id,display_name,name_romaji,name_native,note,status
C00252,,,崎山喜徳,[wave4] https://ja.wikipedia.org/wiki/%E6%9D%B1%E6%81%A9%E7%B4%8D%E5%AF%9B%E9%87%8F,proposed
C00261,,,伊波興達,[wave4] https://ja.wikipedia.org/wiki/%E6%B3%8A%E6%89%8B,proposed
C00269,,Sai Choko (Kojo Ueekata),蔡肇功,[wave4] https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,proposed
C00296,,,伊波康進,[wave4] https://ja.wikipedia.org/wiki/%E5%89%9B%E6%9F%94%E6%B5%81,proposed
C00319,,Gima Shinkin (Makoto),儀間真謹,[wave4] https://ja.wikipedia.org/wiki/%E5%84%80%E9%96%93%E7%9C%9F%E8%AC%B9,proposed
Q6739958,,,中村誠,[wave4] https://www.wikidata.org/wiki/Q11366002,proposed
A0130,,,仲本守,[wave4] https://rosakaba.wixsite.com/bunnbukan-miyako,proposed
C00201,,,仲本政博,[wave4] https://www.okinawatimes.co.jp/articles/-/292475,proposed
C00195,,,真栄田親雲上,[wave4] https://ja.wikipedia.org/wiki/%E5%96%9C%E5%B1%8B%E6%AD%A6%E6%9C%9D%E5%BE%B3,proposed
C00196,,Makabe Choken,真壁朝顕,[wave4] https://ja.wikipedia.org/wiki/%E7%9C%9F%E5%A3%81%E6%9C%9D%E9%A1%95,proposed
C00368,,,仲里稔,[wave4] https://en.wikipedia.org/wiki/Sh%C5%8Drin-ry%C5%AB_Sh%C5%8Drinkan,proposed
C00373,,,屋比久孟伝,[wave4] https://ja.wikipedia.org/wiki/%E7%90%89%E7%90%83%E5%8F%A4%E6%AD%A6%E8%A1%93,proposed
C00375,,,眞栄城守信,[wave4] https://www.okinawatimes.co.jp/articles/-/585318,proposed
A0029,,Motobu Aji Choshin,本部朝真,[wave4] https://ja.wikipedia.org/wiki/%E6%9C%AC%E9%83%A8%E6%9C%9D%E5%9F%BA,proposed
C00244,,,仲井間憲里,[wave4] https://ja.wikipedia.org/wiki/%E5%8A%89%E8%A1%9B%E6%B5%81,proposed
C00427,,Maesato Ranpo,真栄里蘭芳,[wave4] https://ja.wikipedia.org/wiki/%E9%82%A3%E8%A6%87%E6%89%8B,proposed
C00436,,,桑江良正,[wave4] https://ja.wikipedia.org/wiki/%E6%9D%BE%E6%9D%91%E5%AE%97%E6%A3%8D,proposed
C00438,,,友寄隆宏,[wave4] https://www.okinawatimes.co.jp/articles/-/407795,proposed
C00440,,,坂上隆祥,[wave4] https://www.wikidata.org/wiki/Q11424814,proposed
C00441,,,友寄隆優,[wave4] https://ja.wikipedia.org/wiki/%E4%B8%8A%E5%9C%B0%E6%B5%81,proposed
C00444,,,上原三郎,[wave4] https://uechiryu-shinkoukai.com/aboutus/uechiryu,proposed
C00263,,,湖城再鏡,[wave4] https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,proposed
C00449,,Chinen Saburo (Sanda),知念三郎,[wave4] https://ja.wikipedia.org/wiki/%E7%90%89%E7%90%83%E5%8F%A4%E6%AD%A6%E8%A1%93,proposed
C00450,,Kinjo Ufuchiku,金城大筑,[wave4] https://ja.wikipedia.org/wiki/%E7%90%89%E7%90%83%E5%8F%A4%E6%AD%A6%E8%A1%93,proposed
C00480,,,糸数盛喜,[wave4] https://www.d3b.jp/npcolumn/7924,proposed
C00475,,,比嘉世吉,[wave4] https://ja.wikipedia.org/wiki/%E6%AF%94%E5%98%89%E4%B8%96%E5%B9%B8,proposed
C00478,,,上原清吉,[wave4] https://ja.wikipedia.org/wiki/%E4%B8%8A%E5%8E%9F%E6%B8%85%E5%90%89,proposed
C00064,,,新城清良,[wave4] https://www.d3b.jp/npcolumn/14647,proposed
C00494,,,比嘉清徳,[wave4] https://kyudomugen.com/karateka/,proposed
C00293,,,仲宗根正侑,[wave4] https://www.odks.jp/karate/history.html,proposed
C00506,,,湖城繁,[wave4] https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,proposed
C00507,,,高宮城繁,[wave4] https://ja.wikipedia.org/wiki/%E4%B8%8A%E5%9C%B0%E6%B5%81,proposed
C00510,,,国吉真吉,[wave4] https://ja.wikipedia.org/wiki/%E5%9B%BD%E5%90%89%E7%9C%9F%E5%90%89,proposed
C00518,,Shinei Kyan,喜屋武眞榮,[wave4] https://ja.wikipedia.org/wiki/%E5%96%9C%E5%B1%8B%E6%AD%A6%E7%9C%9E%E6%A6%AE,proposed
C00522,,,蔡昌偉,[wave4] https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,proposed
C00527,,,喜納昌盛,[wave4] https://ja.wikipedia.org/wiki/%E9%87%B5,proposed
C00542,,,湖城秀蓮,[wave4] https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,proposed
C00546,,,真栄城守成,[wave4] https://okic.odks.jp/pdf/okinawadojolist.pdf,proposed
C00550,,,岸本祖孝,[wave4] https://ja.wikipedia.org/wiki/%E7%8E%84%E5%88%B6%E6%B5%81,proposed
C00334,,,大塚忠彦,[wave4] https://de.wikipedia.org/wiki/%C5%8Ctsuka_Tadahiko,proposed
C00564,,,湖城大禎,[wave4] https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,proposed
C00566,,,金城孝,[wave4] https://okic.odks.jp/pdf/okinawadojolist.pdf,proposed
C00348,,,上原武信,[wave4] https://www.okinawatimes.co.jp/articles/gallery/715489,proposed
A0033,,,上間建,[wave4] https://www.d3b.jp/npcolumn/23591,proposed
C00574,,,中村丈人,[wave4] https://okinawakenposohonbu.com/,proposed
C00350,,,島袋太郎,[wave4] https://www.d3b.jp/npcolumn/23591,proposed
C00352,,,湖城立美,[wave4] https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,proposed
C00354,,,多和田親雲上,[wave4] https://ja.wikipedia.org/wiki/%E9%87%B5,proposed
C00586,,,林輝男,[wave4] https://www.wikidata.org/wiki/Q706664,proposed
A0142,,,儀間哲,[wave4] https://www.okinawatimes.co.jp/articles/-/674225,proposed
C00604,,,徳嶺親雲上,[wave4] https://okinawa-karate-junior.okinawa/kata/kobudo-tokumine-nu-kun/,proposed
A0056,,,新垣敏光,[wave4] https://okic.odks.jp/pdf/okinawadojolist.pdf,proposed
C00625,,,佐久本嗣男,[wave4] https://ja.wikipedia.org/wiki/%E4%BD%90%E4%B9%85%E6%9C%AC%E5%97%A3%E7%94%B7,proposed
A0091,,,摩文仁司,[wave4] https://ja.wikipedia.org/wiki/%E7%B3%B8%E6%9D%B1%E6%B5%81,proposed
A0143,,,金城常雄,[wave4] https://www.okinawatimes.co.jp/articles/-/674225,proposed
C00628,,,仲程力,[wave4] https://okinawa-karate.okinawa/en/admin/wp-content/uploads/2026/02/okinawa-karate-seminar_brochure.pdf,proposed
A0032,,,上間康弘,[wave4] https://www.d3b.jp/npcolumn/23591,proposed
A0041,,,新里良英,[wave4] https://pt.wikipedia.org/wiki/Yoshihide_Shinzato,proposed
A0141,,,宮里善博,[wave4] https://okic.odks.jp/pdf/okinawadojolist.pdf,proposed
A0055,,,平良慶孝,[wave4] https://okic.odks.jp/pdf/okinawadojolist.pdf,proposed
C00664,,,渡嘉敷唯賢,[wave4] https://www.okinawatimes.co.jp/articles/-/780672,proposed
A0119,,,國吉幸雄,[wave4] https://okic.odks.jp/pdf/okinawadojolist.pdf,proposed
A0048,,,保勇三,[wave4] https://www.hiro-renshin.com/cont1/main.html,proposed
C00672,,,島袋善保,[wave4] https://okic.odks.jp/pdf/okinawadojolist.pdf,proposed
A0042,,,島袋善俊,[wave4] https://okic.odks.jp/pdf/okinawadojolist.pdf,proposed
C00028,,Motobu Chōkō,本部朝恒,[motobu genealogy] ja-wiki 本部御殿,proposed
C00020,,Motobu Chōkyū,本部朝救,[motobu genealogy] ja-wiki 本部御殿,proposed
C00042,,Motobu Chōshō,本部朝章,[motobu genealogy] ja-wiki 本部御殿,proposed
C00021,,Motobu Chōmei,本部朝明,[motobu genealogy] ja-wiki 本部御殿,proposed
A0162,Shiohira Peichin (Shionja),,潮平親雲上,[audit:chinese-antecedents] The native script 潮平親雲上 is correctly read Shiohira Peichin; he is the warehouse-official informant of the 1762 Oshima Hikki. 'Shionja' is a distorted romanisation propagated through secondary karate l,proposed
Q1336547,Takahara Peichin,,高原親雲上,"[audit:chinese-antecedents] Peichin (親雲上) is a Ryukyuan court rank, not a given name, so it follows the surname; the scholarly standard form is 'Takahara Peichin', as used in the Chatan Yara and Sakugawa literature. 'Peichin Tak",proposed
A0189,Pan Yuba (Lin Dachong),,林達崇,"[audit:chinese-antecedents] The native field currently mixes a toponym-based sobriquet with the personal name ('潘嶼八（林達崇）'). His personal name was Lin Dachong 林達崇; 'Pan Yuba' derives from Panyu (盤嶼/潘嶼), the Fuzhou locality where ",proposed
C00251,,,照屋規箴,"[audit:early-shuri-tomari] Native script missing. Japanese Wikipedia (Tomari-te) gives 照屋親雲上規箴 (Teruya Pechin Kishin, 1804-1864); personal name form is 照屋規箴.",proposed
A0116,,,岸本喜順,"[audit:early-shuri-tomari] Native script missing. Higa Seitoku's 1966 primary account (motobu-ryu.org archive) names him 岸本喜順, the household worker who first taught Higa in elementary school; confirms he is distinct from Kishim",proposed
Q922328,,,田中昌彦,"[audit:early-shuri-tomari] Wrong kanji: file has 田中正彦, which is a Japanese voice actor. The JKA karateka Masahiko Tanaka is written 田中昌彦.",proposed
C00354,Tawata Pechin,,,"[audit:early-shuri-tomari] Capitalisation artefact: 'Tawata PECHIN' should be 'Tawata Pechin' (Pechin is a Ryukyuan rank title, conventionally capitalised as a proper noun only).",proposed
C00448,Sakihara Pechin,,,[audit:early-shuri-tomari] Capitalisation artefact: 'Sakihara PECHIN' should be 'Sakihara Pechin'.,proposed
C00195,Maeda Pechin,,真栄田親雲上,"[audit:shorin-kobayashi] Capitalisation artefact: 'PECHIN' is a Ryukyuan court rank (pechin/peichin), not an all-caps surname. Standard romanisation is 'Maeda Pechin'.",proposed
C00604,Tokumine Pechin,,徳嶺親雲上,[audit:shorin-kobayashi] Same capitalisation artefact as Maeda: standard form is 'Tokumine Pechin'.,proposed
Q7373534,Roy Y. Suenaka,,,"[audit:shorin-kobayashi] Standard form includes the full stop after the middle initial, matching his Wikipedia title 'Roy Y. Suenaka'.",proposed
Q4770567,,,宇江城安盛,"[audit:shorin-matsubayashi] Native script missing. The kanji for Ueshiro Ansei is 宇江城 安盛 (born Kin, Okinawa 1933); romanisation 'Ansei Ueshiro' is standard.",proposed
A0020,,,當真嗣安,[audit:shorin-shobayashi-seibukan] Native script missing. The Motobu-ryu soke organisation's official blog (note.com/motoburyu) writes him as 正道館の當真嗣安 (Toma Shian of Seidokan). Romanisation 'Shian Toma' is standard.,proposed
C00066,,Fusei Kise,喜瀬富盛,[audit:matsumura-seito] Native script missing. The official Motobu-ryu blog gives 喜瀬富盛（きせ ふせい）; this kanji form is also used across Japanese karate sources. Romanisation 'Fusei Kise' is standard. Also note his node's style t,proposed
A0068,,Isao Kise,喜瀬功,"[audit:matsumura-seito] Native script missing. The Okinawa Karate Information Center (OKIC) official prefecture-wide dojo directory lists 沖縄少林流空手古武道連盟 拳真館 with representative 喜瀬 功 (キセ イサオ) in Okinawa City, matching the Kensh",proposed
A0049,Hitoshi Oyakawa,Hitoshi Oyakawa,親川仁志,[audit:shorinji-lines] Native script missing. The official Okinawa Karate Navi (prefectural portal) dojo entry for the Shorinji-ryu Shinkokai Nishihara Dojo gives the representative as 親川仁志 (Oyakawa Hitoshi).,proposed
C00657,,,義村朝義,"[audit:goju-okinawa] Native script missing. Japanese Wikipedia article (already cited as edge evidence) gives 義村朝義 (Yoshimura Chogi, 1866-1945), the Okinawan aristocrat who studied under both Matsumura and Higaonna.",proposed
C00196,,,真壁ウドゥン,"[audit:uechi-ryu] Wrong namesake in native script: 真壁朝顕 is Makabe Choken (b. 1769), the famous 'Tobitori' Makabe Udun, who was long dead when Kanbun Uechi enrolled at the Fuzhou Kojo dojo in 1896. Motobu Naoki states t",proposed
C00108,,,湖城嘉宝,"[audit:uechi-ryu] Native script correction: both Japanese Wikipedia (湖城流) and Motobu Naoki's article 湖城嘉宝と上地完文 write Kaho as 嘉宝, not 嘉保 as in the file.",proposed
C00605,,,松田徳三郎,[audit:uechi-ryu] Native script missing; Motobu Naoki's articles (the file's own evidence) write 松田徳三郎.,proposed
C00198,,,上地完得,[audit:uechi-ryu] Native script missing. Ryukyu Shimpo's Okinawa encyclopaedia entry on Uechi Kanbun and Kotobank give his father as 完得 (also read Kandoku); the surname is 上地.,proposed
C00001,Homei Kojo (Akahige),,,"[audit:uechi-ryu] 'Akahige' (red beard) was a nickname; the standard romanisation of 湖城鳳鳴 (the native script already in the file) is Kojo Homei, listed 1861-1919 in the Japanese Wikipedia Kojo-ryu succession. Keep Akah",proposed
Q954330,,,ルールーコウ,"[audit:ryuei-kojo] Native script missing. Standard Japanese-literature form is the katakana ルールーコウ (Japanese Wikipedia article title); Ryuei-ryu records write the name in kanji as 劉龍公, while the disputed Xie Zhongxiang ",proposed
C00253,,Higa Kiyohiko,比嘉清彦,"[audit:okinawa-kenpo-ryute] Native script missing. The official Motobu-ryu blog writes his name 比嘉清彦, son of 比嘉清徳 (Seitoku Higa), Kishimoto-di inheritor within the Bugeikan. Note also his styles field ('karate-generic') should i",proposed
Q1909096,,,比嘉親雲上,"[audit:kobudo-systems] Native script missing in file. Wikipedia gives 比嘉 親雲上 (Higa Peechin, also known as Machuu Hijaa).",proposed
C00449,,,知念三良,"[audit:kobudo-systems] File has 知念三郎; period-informed sources (Andreas Quast's Ryukyu Bugei, Motobu Naoki's Yamane-ryu article) write Chinen Sanda/Sanra as 知念三良.",proposed
C00319,Shinkin Gima,Gima Shinkin,儀間真謹,[audit:shotokan] The standard romanisation in karate scholarship is Shinkin Gima (儀間真謹); 'Makoto' is an alternative reading of 真謹 but Gima-ha organisations and reference biographies use Shinkin. Native script already ,proposed
C00285,Kosei Kokuba,Kokuba Kosei,國場幸盛,"[audit:shito-ryu] Node is currently just the surname 'Kokuba' with no native script. This is Kokuba Kosei (also romanised Kuniba Kosei), founder of Seishinkai and 2nd Soke of Motobu-ha. Japanese Wikipedia's Kuniba Shog",proposed
A0079,Shigeru Kimura,Kimura Shigeru,木村茂,"[audit:shito-ryu] Native script missing: Kimura Shigeru is written 木村茂, as used by Kimura Shukokai lineage dojo listings in Japanese (e.g. 木村 修交会).",proposed
A0094,Kozo Kuniba,Kuniba Kozo,国場浩三,[audit:shito-ryu] Native script missing: Japanese Wikipedia's Kuniba Shogo article names 国場浩三 (Kuniba Kozo) as the Kuniba-kai leader continuing Shogo's line.,proposed
C00076,,,上島菅,"[audit:wado-chito-shudokan] Japanese Wikipedia on Ueshima Sannosuke identifies his first karate teacher as 上島菅, an Okinawan-born police officer in Ako who taught him Pinan and Kushanku at age 9. Add the native script; the 'Sugay",proposed
A0200,,,Füzuli Musayev,[audit:judo-aikido-koryu] Native (Azerbaijani) form missing; Azerbaijani Wikipedia titles him Füzuli Musayev.,proposed
A0206,,,Mirəli Seyidov,[audit:judo-aikido-koryu] Native field currently holds the Russian Cyrillic surname-first form 'Сейидов Мирали'; the subject's own-language (Azerbaijani Latin) form is Mirəli Seyidov (full: Mirəli Mircəlal oğlu Seyidov).,proposed
C00202,Kanyu Higaonna,Higaonna Kanyu,東恩納寛裕,"[audit:orphans-1] Standard romanisation is Kanyu, not Kanyo. This is a real, distinct person ('Higaonna of the East', 1849-1922), NOT a duplicate of Kanryo Higaonna: do not merge with him. Note the English Wikipedia ar",proposed
C00185,Kanken Oyadomari,,,"[audit:orphans-1] Wrong-entity / duplicate flag: Kanken Toyama (1888-1966, founder of Shudokan) was born Oyadomari Kanken and only later took the name Toyama. No independent karateka named 'Kanken Oyadomari' is documen",proposed
C00072,Genwa Nakasone,Nakasone Genwa,仲宗根源和,"[audit:orphans-1] Add native script and Japanese Wikipedia identity: Nakasone Genwa (6 Oct 1895 - 18 Oct 1978), Okinawan politician and pioneering karate publisher (Karate Kenkyu 1934, Karate-do Taikan 1938). Existing ",proposed
C00002,Akio Kinjo,Kinjo Akio,金城昭夫,"[audit:orphans-1] Identified: Kinjo Akio (b. 1936), Okinawan karate historian and researcher famed for over 100 research trips to China/Taiwan/Hong Kong tracing kata origins; founder of the Kensei Budokan; author of Ka",proposed
C00257,Kiyuna Pechin,Kiyuna Pechin,,"[audit:orphans-1] Fix all-caps: Pechin is a Ryukyuan court title, not a surname. Identified as the Kiyuna Pechin who was a senior disciple of Matsumura Sokon and keeper of the Tama-udun royal mausoleum, praised in the ",proposed
C00068,Gamini Soysa,Gamini Soysa,,"[audit:orphans-1] Spelling: the person is consistently rendered Gamini Soysa, Sri Lankan pioneer of Shorin-ryu Shorinkan in South Asia, first Sri Lankan to train in Okinawa. 'Gamani' appears to be a scrape typo.",proposed
C00200,Mario Topolsek,,Mario Topolšek,"[audit:orphans-1] Native (Slovenian/Serbo-Croatian) spelling is Topolšek with a caron; he has a Czech Wikipedia article. Yugoslav/Serbian Uechi-ryu pioneer, founder of the first Uechi-ryu association in Europe (Belgrad",proposed
C00047,Minoru Yamada,,,[audit:orphans-1] Data hygiene: honorific 'Dr' embedded in the name field should be stripped. Identity could not be verified against any acceptable source; likely scraped from an association roster.,proposed
C00031,Shiji Mizokami,,,[audit:orphans-1] Data hygiene: honorific 'Dr' embedded in the name field should be stripped. Identity could not be verified against any acceptable source; 'Shiji' is also an unusual Japanese given name and may itself ,proposed
C00641,,,汪楫,[audit:orphans-2] Identity confirmed: not an Okinawan karateka but the Chinese investiture envoy of 1683 to whom the Tomari kata Wanshu is traditionally attributed. Native script 汪楫 should be added; wiki url https://zh,proposed
C00517,,Kaneshima Shin'ei,,"[audit:orphans-2] Identity note: this is Kaneshima Shin'ei, the man who named the small Shuri school Ishimine-ryu (also 'Kuma-no-te'), covered by the Okinawa Karate Information Center (okic.okinawa, 'Kobudo 8: Kyan Shi",proposed
C00508,,Kaneshima Shinbi,,"[audit:orphans-2] Identity note: Kaneshima Shinbi is the father of Kaneshima Shin'ei (C00517) and the actual student of the famed 19th-century master 'Old Ishimine' (Ishimine Pechin, of Ishimine Bassai fame), whom he s",proposed
C00627,,Tsuken Hantagwa,,"[audit:orphans-2] Identity note: the standard rendering is 'Tsuken Hantagwa' (Chikin in Okinawan), the traditional bojutsu figure credited with the Tsuken-bo tradition; appears in McCarthy's Koryu Uchinadi Vol. 2 and i",proposed
Q3772405,Kanken Toyama,Toyama Kanken,遠山寛賢,"[web scholarship crosscheck] node named 'Kanken Oyadomari' but the kanji 遠山寛賢 is Toyama Kanken, the Shudokan founder (1888-1966); Oyadomari is a wrong surname",proposed
J0001,Shuichi Aragaki,Aragaki Shuichi,新垣修一,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
W0028,Ansei Arakaki,Arakaki Ansei,,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0027,Isamu Arakaki,Arakaki Isamu,新垣勇,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0038,Masatsune Chinen,Chinen Masatsune,知念正常,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
A0125,Umikana Chinen,Chinen Umikana,知念,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0044,Noritsune Genka,Genka Noritsune,源河徳恒,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0017,Giyu Gibo,Gibo Giyu,儀保宜裕,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0050,Shintoku Gushiken,Gushiken Shintoku,具志堅新徳,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0043,Tetsuo Hanashiro,Hanashiro Tetsuo,玻名城哲夫,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
Q1909096,Peechin Higa,Higa Peechin,比嘉親雲上,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0035,Yoshio Higa,Higa Yoshio,比嘉敏雄,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0036,Kōtarō Iha,Iha Kōtarō,伊波光太郎,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0025,Hiroshi Inada,Inada Hiroshi,稲田弘,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0005,Seigi Ishikawa,Ishikawa Seigi,石川清義,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0006,Seitoku Ishikawa,Ishikawa Seitoku,石川精徳,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0034,Mitsuo Kakazu,Kakazu Mitsuo,嘉数光雄,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0032,Eiki Kanagusuku,Kanagusuku Eiki,金城榮喜,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0021,Seikō Kina,Kina Seikō,喜納正興,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
W0002,Hiroshi Kinjo,Kinjo Hiroshi,,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0031,Yoshio Kuba,Kuba Yoshio,久場良男,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0049,Kiyomasa Maeda,Maeda Kiyomasa,前田清正,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
W0025,Chotoku Maeshiro,Maeshiro Chotoku,,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0002,Seitoku Matayoshi,Matayoshi Seitoku,又吉清徳,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0045,Yoshimasa Matsuda,Matsuda Yoshimasa,松田芳正,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0013,Yoshio Matsuda,Matsuda Yoshio,松田義雄,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
W0016,Hisateru Miyagi,Miyagi Hisateru,,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0041,Minoru Miyagi,Miyagi Minoru,宮城實,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0008,Takeshi Miyagi,Miyagi Takeshi,宮城驍,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0004,Masanobu Miyahira,Miyahira Masanobu,宮平昌信,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0042,Kōsuke Miyazato,Miyazato Kōsuke,宮里幸助,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
A0209,Chochi Motobu,Motobu Chochi,本部按司朝智,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
A0207,Chohei Motobu,Motobu Chohei,本部王子朝平,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
A0208,Chokan Motobu,Motobu Chokan,本部按司朝完,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
A0219,Chomo Motobu,Motobu Chomo,本部朝茂,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
A0210,Choryu Motobu,Motobu Choryu,本部王子朝隆,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
A0029,Choshin Motobu,Motobu Choshin,本部朝真,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
A0220,Naoki Motobu,Motobu Naoki,本部朝行,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0047,Eishō Nakamoto,Nakamoto Eishō,仲本英征,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0010,Seiyū Nakamura,Nakamura Seiyū,中村清祐,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0011,Seiei Nakaza,Nakaza Seiei,仲座清栄,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
W0018,Bokuhitsu Nakazato,Nakazato Bokuhitsu,,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
W0003,Eiro Oyadomari,Oyadomari Eiro,,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0039,Yoshitsune Senaga,Senaga Yoshitsune,瀬長義常,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0015,Isao Shima,Shima Isao,島勇夫,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0023,Katsuyuki Shimabukuro,Shimabukuro Katsuyuki,島袋勝之,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0048,Tsuneo Shimabukuro,Shimabukuro Tsuneo,島袋常雄,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0003,Anyu Shinjo,Shinjo Anyu,新城安勇,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0037,Yoshio Taira,Taira Yoshio,平良吉雄,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0029,Tetsuo Takamiyagi,Takamiyagi Tetsuo,高宮城鉄男,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0007,Shintoku Takara,Takara Shintoku,高良信徳,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
J0009,Seiki Takushi,Takushi Seiki,澤岻政輝,[name order] normalised to the dataset's given-name-first convention (208 of 240 two-part Japanese names use it); Japanese order kept in name_romaji,proposed
