kind,what,reason,override_file
edge_addition,Chogi Kishaba -> Maeda Kiyomasa (high),[10th-dan register research] teacher of Maeda Kiyomasa,edge_additions.csv
edge_addition,Chogi Kishaba -> Toshihiro Oshiro (high),[branch completion:Kobudo systems: Ryukyu Kobudo ; verifier: confirmed] Kishaba sent his student Toshihiro Oshiro to the US in 1979; Oshiro co-founded the RBKD (1985) to spread Yamanni-ryu in the West.,edge_additions.csv
edge_addition,Choi Hong-hi -> Choi Chang-keun (low),"[wave4:Korean-language sweep: taekwon; verifier: confirmed] One of the twelve original masters; worked directly under Choi Hong-hi from 1961 helping create the Chang Hon patterns. His named army instructors (Hong, Kim, Lim Woo-jong) are otherwise undocumented, so the edge to Choi reflects his documented ITF f",edge_additions.csv
edge_addition,Choi Hong-hi -> Choi Jung-hwa (high),[japanese sweep] teacher of Choi Jung-hwa,edge_additions.csv
edge_addition,Choi Hong-hi -> Choi Kwang-jo (medium),[japanese sweep] teacher of Choi Kwang-jo,edge_additions.csv
edge_addition,Choi Hong-hi -> Kim Bok-man (high),[japanese sweep] teacher of Kim Bok-man,edge_additions.csv
edge_addition,Choi Hong-hi -> Ko Jae-chun (medium),[japanese sweep] teacher of Ko Jae-chun,edge_additions.csv
edge_addition,Choi Hong-hi -> Kong Young-il (high),[wave4:Korean-language sweep: taekwon; verifier: confirmed] Wikipedia states explicitly that Kong trained in taekwondo under Choi Hong-hi and Nam Tae-hi; one of the twelve original masters.,edge_additions.csv
edge_addition,Choi Hong-hi -> Kwon Jae-hwa (low),[japanese sweep] teacher of Kwon Jae-hwa,edge_additions.csv
edge_addition,Choi Hong-hi -> Park Jong-soo (high),[wave4:Korean-language sweep: taekwon; verifier: confirmed] Wikipedia states Park Jong-soo trained in taekwondo under H.H. Choi (Choi Hong-hi); one of the twelve original masters of taekwondo.,edge_additions.csv
edge_addition,Choi Hong-hi -> Park Jung-tae (low),"[wave4:Korean-language sweep: taekwon; verifier: plausible] Documented as a key ITF pioneer and Secretary-General who rose and was graded directly under Choi Hong-hi; his original kwan teacher is unnamed in sources, so the training edge to Choi rests on his ITF formation under Choi rather than an explicitly n",edge_additions.csv
edge_addition,Choi Hong-hi -> Rhee Ki-ha (high),[wave4:Korean-language sweep: taekwon; verifier: confirmed] Rhee Ki-ha learned taekwondo from Choi Hong-hi while serving in the 35th Infantry Division of the South Korean army; later titled First Grandmaster of the ITF under Choi.,edge_additions.csv
edge_addition,Choi Hong-hi -> Trần Triệu Quân (medium),[research/] Choi Hong-hi is named as Trần's teacher. Style-bearing: it is the basis of his standing in the ITF and of his appointment as president of one of the three branches on 13 June 2003.,edge_additions.csv
edge_addition,Choi Yong-sool -> Chinil Chang (medium),"[research/] A direct student who received the Doju title from Choi on 15 January 1985 and, on 5 April 1985, the only 10th dan certificate Choi is recorded as having issued. Style-bearing on Choi's own designation, but the succession is contested by Ji Han-jae and by others among Choi's seniors, so the link shou",edge_additions.csv
edge_addition,Choi Yong-sool -> Han Bong-soo (Bong Soo Han) (high),"[research/] Han committed to hapkido under Choi after seeing him demonstrate, and trained for over fifty years. Style-bearing: this is the line he carried to the United States in 1967 and institutionalised as the International Hapkido Federation in 1974. Some sources instead list him among Ji Han-jae's students",edge_additions.csv
edge_addition,Choi Yong-sool -> Ji Han-jae (high),[japanese sweep] student of Choi Yong-sool,edge_additions.csv
edge_addition,Choi Yong-sool -> Joo Bang Lee (medium),"[research/] Joo Bang Lee trained under Choi Yong-sool in Daegu through the 1950s and was a registered hapkido instructor in Seoul in the early 1960s. Style-bearing: the hapkido content is the documentable half of Hwa Rang Do, as against the Suahm Dosa claim, which is not.",edge_additions.csv
edge_addition,Choi Yong-sool -> Joo Sang Lee (medium),[research/] The elder Lee brother trained alongside Joo Bang under Choi Yong-sool in Daegu from about 1950 and was likewise a registered hapkido instructor in Seoul in the early 1960s. Style-bearing on the same basis.,edge_additions.csv
edge_addition,Choi Yong-sool -> Kim Moo-hong (high),"[research/] Kim was a student at Choi and Seo's Daehan Hapki Yukwonsool Dojang in Daegu before moving to Seoul in 1961. Style-bearing: he took that base and, with Ji Han-jae, produced the kicking syllabus that gives hapkido its distinct character, then founded Shin Moo Kwan in the same year.",edge_additions.csv
edge_addition,Choi Yong-sool -> Myung Jae-nam (medium),[research/] Myung is recorded as a student of Choi Yong-sool and was among the original members of the Korea Hapkido Association formed in 1965. Style-bearing for his hapkido base; hankido is his own later synthesis of that base with Korean dance movement and aikido. Some accounts place him under Ji Han-jae ins,edge_additions.csv
edge_addition,Choi Yong-sool -> Seo Bok-seob (Suh Bok-sup) (high),"[research/] Choi's first formal student, from 1948 at the Seo brewery in Daegu, and the first to open a dojang under him (the Daehan Hapki Yukwonsool Dojang, 1951). Style-bearing in the strongest sense: every subsequent hapkido line passes through this dojang, and Seo added the judo throwing and groundwork that",edge_additions.csv
edge_addition,Chojin Kuba -> Shoshin Nagamine (high),"[lineage completion:Shorin-ryu lines (Chibana Chos; verifier: confirmed] Wikipedia: Chojin Kuba, Nagamine's next-door neighbour, was his first karate instructor during his school years.",edge_additions.csv
edge_addition,Chojin Kuba -> Yara Choi (high),[10th-dan register research] teacher of Yara Choi,edge_additions.csv
edge_addition,Chojiro Tani -> Chuzo Kotaka (low),[branch completion:Shito-ryu schools (Mabuni line; verifier: plausible] IKF Hawaii history: Tani (as Shukokai head) asked Kotaka to become a professional karate teacher on his 1965 Hawaii tour; single-source training association.,edge_additions.csv
edge_addition,Chojiro Tani -> Fujitani Masatoshi (high),"[research/] Fujitani Masatoshi (藤谷昌利, 1926-2000) was one of the four instructors Shukokai sources name as having built Tani's organisation (Sawada, Oda, Fujiwara, Fujitani); he later left the Tani-ha Shito-ryu Kenpo Karatedo Shukokai and founded the Nihon Karatedo Meibukai at Akashi, Hyogo. ROSTER CORRECTION: r",edge_additions.csv
edge_addition,Chojiro Tani -> Haruyoshi Yamada (low),[branch completion:Shito-ryu schools (Mabuni line; verifier: plausible] Senior Tani student; on Tani's death in 1998 selected as inaugural head of the Shito-ryu Shukokai Karate-do Union (9th dan hanshi).,edge_additions.csv
edge_addition,Chojiro Tani -> Keiji Tomiyama (high),[research/] Tani was Tomiyama's teacher at Doshisha University and his grading authority to 7th dan; Tomiyama carries the Tani-ha Shito-ryu system through Kofukan.,edge_additions.csv
edge_addition,Chojiro Tani -> Kenji Kusano (high),[research/] Tani licensed him as shihan of Tani-ha Shito-ryu in 1973 and named his dojo; the style he taught is a Tani-ha derivative.,edge_additions.csv
edge_addition,Chojiro Tani -> Kuniaki Nobukawa (high),[research/] Nobukawa trained in the Tani-ha Shito-ryu Shukokai under Tani before founding his own ha.,edge_additions.csv
edge_addition,Chojiro Tani -> Naoki Omi (high),[research/] Sent abroad by Tani himself in 1972 to propagate Tani-ha Shito-ryu; style-bearing.,edge_additions.csv
edge_addition,Chojiro Tani -> Shigemasa Kawata (medium),[research/] Senior Tani disciple who founded his own Tani-ha derivative on Tani's death.,edge_additions.csv
edge_addition,Chojiro Tani -> Shigeru Kimura (high),"[branch completion:Shito-ryu schools (Mabuni line; verifier: confirmed] Kimura began karate at 16 under Tani and became his most senior student; left Japan 1965 to spread Shukokai, settling in the US 1970.",edge_additions.csv
edge_addition,Chojiro Tani -> Yasuhiro Suzuki (high),[research/] Named across Shukokai sources as one of the three senior instructors (with Kimura and Nanbu) who took Tani's system outside Japan.,edge_additions.csv
edge_addition,Chojiro Tani -> Yoshinao Nanbu (high),[research/] Nanbu learned Shito-ryu Shukokai under Tani (Osaka University of Economics / Doshisha circle) and rose to elite competitor before taking the system to Europe in 1964; Sankukai and later Nanbudo derive from it. Both people are already on the roster and Sankukai is already recorded as a Shukokai child,edge_additions.csv
edge_addition,Chojo Oshiro -> Hiroshi Kinjo (high),[japanese sweep] teacher of Hiroshi Kinjo,edge_additions.csv
edge_addition,Chojo Oshiro -> Kanken Toyama (medium),"[tradition] New: roster holds no teacher links. Matched to Chojo Oshiro (大城朝恕, 1887–1935); note the roster holds several other Oshiro with no dates. Restated at p.147 (Part 3, note 1",edge_additions.csv
edge_addition,Chojo Oshiro -> Kenko Nakaima (high),"[Bishop, Okinawan Karate; interview] Both in dataset; no edge exists.",edge_additions.csv
edge_addition,Chojo Oshiro -> Maeshiro Chotoku (high),"[web scholarship; scholarship] Oshiro Chojo is C00025 (1887-1935). No Chotoku Maeshiro node (only Morinobu C00375 and Shusei C00546 Maeshiro, different people). The continuation Maeshiro->Nak",edge_additions.csv
edge_addition,Chojo Oshiro -> Masami Chinen (high),[web scholarship; scholarship] Both in dataset but no edge. Dataset currently gives Masami's only teacher as C00449 Sanda Chinen (his grandfather). Quast's Ufugusuku nu Kun transmission line,edge_additions.csv
edge_addition,Chojo Oshiro -> Miki Jisaburo (high),[web scholarship; scholarship] Teacher exists (C00025); Miki Jisaburo absent from dataset. Taught Shushi no Kon in 1929.,edge_additions.csv
edge_addition,Chojo Oshiro -> Shinko Matayoshi (medium),"[tradition] Both present (Chojo Oshiro C00025, 大城朝恕 1887-1935, matching the book's dates exactly; Shinko Matayoshi Q1908088), but no edge between them exists. Genuine new bo-jutsu li",edge_additions.csv
edge_addition,Chojun Miyagi -> An'ichi Miyagi (medium),[lineage completion:Chojun Miyagi's complete Goju-; verifier: confirmed] NEW person (no relation to Chojun's family). IOGKF and Wikipedia's Chojun Miyagi article document An'ichi Miyagi (1931-2009) training at Miyagi's garden dojo from February 1948 to Miyagi's death in October 1953; medium because the extent of this trai,edge_additions.csv
edge_addition,Chojun Miyagi -> Aragaki Shuichi (high),[10th-dan register research] teacher of Aragaki Shuichi,edge_additions.csv
edge_addition,Chojun Miyagi -> Chojiro Tani (high),"[branch completion:Shito-ryu schools (Mabuni line; verifier: confirmed] Tani initially trained under Miyagi Chojun at Doshisha University, Kyoto, before Miyagi returned to Okinawa.",edge_additions.csv
edge_addition,Chojun Miyagi -> Eiichi Miyazato (high),"[lineage completion:Chojun Miyagi's complete Goju-; verifier: confirmed] Wikipedia: Miyazato (1922-1999) trained under Miyagi from his teens until Miyagi's death in 1953; in February 1954 the Goju-ryu committee voted almost unanimously for him as official successor, and he founded the Jundokan.",edge_additions.csv
edge_addition,Chojun Miyagi -> Eiko Miyazato (high),"[firsthand] Eiko Miyazato is absent. Do NOT match to Q5349190 Eiichi Miyazato: Cramer's index (cramer_02 ll.159-160) lists 'Miyazato, Eiichi' and 'Miyazato, Eiko' as separate entries",edge_additions.csv
edge_addition,Chojun Miyagi -> Eizo Shimabuku (medium),[lineage completion:General sweep: notable orphans; verifier: confirmed] Eizo Shimabuku studied under Chojun Miyagi before taking up Shuri-te under Kyan.,edge_additions.csv
edge_addition,Chojun Miyagi -> Eizo Shimabukuro (medium),"[lineage completion:Shorin-ryu lines (Chibana Chos; verifier: confirmed] Multiple secondary biographies report Eizo studied Goju-ryu (Sanchin, Seiunchin) under Chojun Miyagi as a young man.",edge_additions.csv
edge_addition,Chojun Miyagi -> Genkai Nakaima (high),"[lineage completion:Chojun Miyagi's complete Goju-; verifier: confirmed] Genkai Nakaima (1908-1984) was one of Miyagi's early students and a founding member of the Goju-ryu Shinkokai (1952); he wrote the first-person memoir 'Memories of My Esteemed Master, Mr Miyagi Chojun' (Aoi Umi, 1978).",edge_additions.csv
edge_addition,Chojun Miyagi -> Jin'an Shinzato (high),[wave4:Japanese-language sweep: Okina; verifier: confirmed] ja.wikipedia Goju-ryu article describes Shinzato Jin'an (新里仁安) as Miyagi Chojun's beloved disciple whose 1930 Meiji Shrine demonstration prompted the naming of Goju-ryu; he died in WWII. Proposed as new person.,edge_additions.csv
edge_addition,Chojun Miyagi -> Jinan Shinzato (high),[lineage completion:Chojun Miyagi's complete Goju-; verifier: confirmed] Jin'an Shinzato (1901-1945) was Miyagi's top student and intended successor; he represented Miyagi at the 1929 All Japan Martial Arts Demonstration (the incident that led to the name Goju-ryu) and appears in the 1924 student group photo. Killed in th,edge_additions.csv
edge_addition,Chojun Miyagi -> Jinsei Kamiya (medium),"[lineage completion:Chojun Miyagi's complete Goju-; verifier: confirmed] Kamiya, a physician, was one of Miyagi's earliest students and close friends who helped develop the junbi undo, and was a founding member of the Goju-ryu Shinkokai (1952) per Wikipedia's Goju-ryu article.",edge_additions.csv
edge_addition,Chojun Miyagi -> Ken Miyagi (low),"[family transmission, per Ahmad's request] Ken Miyagi (1931-2003) was Chojun Miyagi's fourth son; the karateresearch.com interview with his son Toru documents the family's karate continuity. No formal dojo teacher-student documentation found, so recorded at low confidence as family transmission.",edge_additions.csv
edge_addition,Chojun Miyagi -> Kensei Kinjo (medium),"[Bishop, Okinawan Karate; tradition] Both present; edge absent. Book hedges ('probably from Chojun Miyagi'); suggest low confidence. Dataset has Choshin Chibana -> Kensei Kinjo (medium).",edge_additions.csv
edge_addition,Chojun Miyagi -> Kenwa Mabuni (medium),"[tradition] Explicit teaching link in the Naha-te direction, covering both the Higashionna material Mabuni missed and Tensho specifically. Not traceable in the current dataset.",edge_additions.csv
edge_addition,Chojun Miyagi -> Kina Seikō (medium),[10th-dan register research] teacher of Kina Seikō,edge_additions.csv
edge_addition,Chojun Miyagi -> Koshin Iha (high),"[lineage completion:Chojun Miyagi's complete Goju-; verifier: confirmed] Iha Koshin (1925-2012) began Goju-ryu in 1939 under Chojun Miyagi and trained until Miyagi's death in 1953; he then assisted Eiichi Miyazato at the garden dojo and Jundokan, later opening his own Shodokan dojo in Tomari and chairing the Okinawa Goju-",edge_additions.csv
edge_addition,Chojun Miyagi -> Masafumi Suzuki (low),[japanese sweep] teacher of Masafumi Suzuki,edge_additions.csv
edge_addition,Chojun Miyagi -> Meitoku Yagi (high),[lineage completion:Chojun Miyagi's complete Goju-; verifier: confirmed] Wikipedia: Yagi (1912-2003) began training under Miyagi in 1927 at age 14 and later founded the Meibukan dojo; the Miyagi family gave him the founder's gi and belt.,edge_additions.csv
edge_addition,Chojun Miyagi -> Seikichi Toguchi (high),"[lineage completion:Chojun Miyagi's complete Goju-; verifier: confirmed] Toguchi (1917-1998), founder of Shorei-kan, is listed among Miyagi's notable students on Wikipedia's Chojun Miyagi article and among the main pre-war students in Goju histories.",edge_additions.csv
edge_addition,Chojun Miyagi -> Seko Higa (high),"[lineage completion:Chojun Miyagi's complete Goju-; verifier: confirmed] Wikipedia: Higa first trained under Kanryo Higaonna, then continued with Chojun Miyagi for 38 years until Miyagi's death in 1953; the only early student to open his own school (Shodokan, 1960).",edge_additions.csv
edge_addition,Chojun Miyagi -> Shinpo Matayoshi (medium),"[tradition] Both identifiable; no such edge (dataset has Chotoku Kyan, Gokenki, Seko Higa and Shinko Matayoshi as Shinpo's teachers). Book qualifies it as 'a short period' with his f",edge_additions.csv
edge_addition,Chojun Miyagi -> Sogen Sakiyama (high),"[audit:orphans-2; verifier: confirmed] Sakiyama Sogen learned karate directly from Miyagi Chojun (at the Okinawa Teachers' School / Shihan gakko) for around 12 years, and Miyagi himself encouraged him toward Zen in 1949. Consistently stated in established Goju-ryu sources includ",edge_additions.csv
edge_addition,Chojun Miyagi -> Takashi Miyagi (Kei Miyagi) (medium),"[research/] Family transmission, father to eldest son. Asserted by the Kōmeikan: Takashi accompanied his father from childhood to the demonstrations and training of the senior Okinawan masters, and received the oral tradition (kuden) of Okinawan martial arts from him. Marked primary_line because this is the tra",edge_additions.csv
edge_addition,Chojun Miyagi -> Thomas Miyashiro (medium),[research/] Miyagi's 1934 Hawaii visit; Miyashiro among those who trained with him. Dated contact rather than a style transmission.,edge_additions.csv
edge_addition,Chojun Miyagi -> Yoshio Itokazu (high),"[Bishop, Okinawan Karate; interview] Both in dataset; no edge exists.",edge_additions.csv
edge_addition,Chokei Kishaba -> Katsuhiko Shinzato (high),[branch completion:Matsubayashi-ryu (Shoshin Naga; verifier: confirmed] Shinzato left the Matsubayashi organisation in 1981 to study directly under Chokei Kishaba and succeeded him as Juku Cho of Kishaba Juku after Kishaba's death in 2000.,edge_additions.csv
edge_addition,Choki Motobu -> Chozo Nakama (medium),"[audit:shorin-kobayashi; verifier: confirmed] The official Motobu-ryu research note on Nakama Chozo documents that, in addition to being a senior Chibana disciple, Nakama studied under Motobu Choki when Motobu returned to Okinawa in 1936.",edge_additions.csv
edge_addition,Choki Motobu -> Ken Sakio (low),"[research/] Shitokai Europe and one Italian Shitokai source list Choki Motobu (and Chojun Miyagi) among Sakio's teachers. Motobu died in 1944 when Sakio was 22, so the claim is chronologically possible but thinly sourced. Supplementary, not style-bearing.",edge_additions.csv
edge_addition,Choki Motobu -> Marukawa Kenji (high),"[web scholarship; scholarship] Teacher in dataset; Marukawa Kenji (Tokyo, ten years under Choki) missing from nodes.",edge_additions.csv
edge_addition,Choki Motobu -> Motobu Chomo (high),[web scholarship; scholarship] No Choki -> Chomo edge. Dataset has Choyu -> Chomo and Uehara -> Chomo only. NB: A0219 Motobu Chomo and C00037 Chomo Motobu appear to be duplicates (identical t,edge_additions.csv
edge_addition,Choki Motobu -> Nisaburo Miki (low),[japanese sweep] teacher of Nisaburo Miki,edge_additions.csv
edge_addition,Choki Motobu -> Shinyei Kaneshima (high),"[Bishop, Okinawan Karate; interview] Both in dataset; no edge. Dataset has Choki Motobu -> Shinsuke Kaneshima, a different person (C00514 vs C00517).",edge_additions.csv
edge_addition,Choki Motobu -> Takano Genjuro (high),"[web scholarship; scholarship] Takano Genjuro absent from dataset (custodian of Choki's Shirokuma kata). Marukawa Kenji, named in the same list for Seisan, is also absent.",edge_additions.csv
edge_addition,Choki Motobu -> Thomas Miyashiro (high),"[research/] Motobu taught Miyashiro Naihanchi during the 1932 Hawaii visit; Miyashiro was 17. Two independent researchers converge on this, and McCarthy names Miyashiro as one of his informants, which is about as solid as this period gets.",edge_additions.csv
edge_addition,Choko Motobu -> Chokyu Motobu (low),"[wave4:Japanese-language sweep: Okina; verifier: plausible] Motobu Udundi was transmitted head-to-head (isshi soden) through the Motobu Udun family per the style's official genealogy; Motobu Aji Choko (朝恒, 4th head) was succeeded by Motobu Aji Chokyu (朝救, 5th head). Traditional transmission, drawn dashed.",edge_additions.csv
edge_addition,Chokuho Agena -> Shinko Matayoshi (medium),[tradition] Shinko Matayoshi = Q1908088 (present). Chokuho Agena is absent from the dataset and needs creating. Shinko's recorded teachers are currently only 'Gushikawa no Tiragwa' a,edge_additions.csv
edge_addition,Chokuho Agena -> Shinko Matayoshi (medium),"[research/] Agena Chokuho of Gushikawa taught Shinkō bō-jutsu, sai-jutsu, kama-jutsu and ueku-jutsu. The roster has Chokuho Agena twice (KP003 and N0140) with no dates, so this may also flag a duplicate to merge.",edge_additions.csv
edge_addition,Chokyu Motobu -> Choei Motobu (low),"[wave4:Japanese-language sweep: Okina; verifier: plausible] Per the Motobu Udun genealogy, 5th head Chokyu was succeeded by 6th head Motobu Oji Choei; udundi transmission followed the headship by tradition. Choei proposed as new bridging person.",edge_additions.csv
edge_addition,Chomei Motobu -> Chosei Motobu (medium),"[kojo-motobu-ryuei:Motobu brothers (Motobu Choyu ; verifier: confirmed] After World War II Chosei studied karate under Motobu Chomei, head of the Motobu Udun household and eldest son of Motobu Choyu; documented by family historian Motobu Naoki.",edge_additions.csv
edge_addition,Chomo Hanashiro -> Anbun Tokuda (high),"[web scholarship; scholarship] No edge. Tokuda Antei matched to C00003 Anbun Tokuda (1886-1945; same kanji surname/era, romanisation variant); dataset currently has only Itosu -> Tokuda. Quot",edge_additions.csv
edge_addition,Chomo Hanashiro -> Hiroshi Kinjo (high),[japanese sweep] teacher of Hiroshi Kinjo,edge_additions.csv
edge_addition,Chomo Hanashiro -> Kafu Kojo (low),"[kojo-motobu-ryuei:Kojo (Kogusuku) family system ; verifier: confirmed] Chierchini's Kojo-ryu history states Kafu also trained under Hanashiro Chomo (and befriended Chibana Choshin), consistent with ja-Wikipedia noting Kafu's early style names reflected outside Shuri-te connections. Single secondary source: low.",edge_additions.csv
edge_addition,Chomo Hanashiro -> Kenwa Mabuni (medium),"[tradition] Not traceable in the current dataset. Places the instruction during Mabuni's middle-school years, i.e. roughly 1902-1908.",edge_additions.csv
edge_addition,Chomo Hanashiro -> Ryusho Sakagami (medium),"[research/] Japanese Wikipedia's biography of Sakagami lists Hanashiro Chomo among the Okinawan teachers he trained with on his repeated visits to Okinawa in the 1930s, alongside Yabiku Moden and Shiroma (Gusukuma) Shinpan. Supplementary: his system came from Kenwa Mabuni.",edge_additions.csv
edge_addition,Chomo Hanashiro -> Seitoku Higa (high),"[Bishop, Okinawan Karate; interview] No existing edge; kata Chinto instruction.",edge_additions.csv
edge_addition,Chomo Hanashiro -> Shigeru Nakamura (medium),[lineage completion:Okinawa Kenpo and the Toma/Odo; verifier: confirmed] Hanashiro was the resident karate instructor at Icchu middle school during Nakamura's attendance; consistently reported across Okinawa Kenpo histories.,edge_additions.csv
edge_addition,Chosei Motobu -> Motobu Naoki (high),[web scholarship; scholarship] Both people in dataset; edge absent. Formal training from 1979 (first-person).,edge_additions.csv
edge_addition,Choshin Chibana -> Ahagon Naonobu (high),"[branch completion:Kobayashi Shorin-ryu (Chibana ; verifier: confirmed] Wikipedia lists Naonobu Ahagon (founder of Shorin-ryu Reihokan, Hanshi 10th dan) among Chibana's notable students.",edge_additions.csv
edge_addition,Choshin Chibana -> Eizo Shimabukuro (low),[lineage completion:Shorin-ryu lines (Chibana Chos; verifier: plausible] Wikipedia's Choshin Chibana article lists Eizo Shimabukuro among Chibana's notable students (post-war kata correction under Chibana).,edge_additions.csv
edge_addition,Choshin Chibana -> Higa Yuchoku (high),"[branch completion:Kobayashi Shorin-ryu (Chibana ; verifier: confirmed] Wikipedia: Higa trained under Chibana from 1948, was among the five promoted to 9th dan by Chibana, and founded the Kyudokan.",edge_additions.csv
edge_addition,Choshin Chibana -> Iha Kōtarō (medium),[10th-dan register research] teacher of Iha Kōtarō,edge_additions.csv
edge_addition,Choshin Chibana -> Ishikawa Seigi (high),[10th-dan register research] teacher of Ishikawa Seigi,edge_additions.csv
edge_addition,Choshin Chibana -> Ishikawa Seitoku (medium),[10th-dan register research] teacher of Ishikawa Seitoku,edge_additions.csv
edge_addition,Choshin Chibana -> Joki Uema (high),"[branch completion:Kobayashi Shorin-ryu (Chibana ; verifier: confirmed] Wikipedia lists Joki Uema (founder of Shorin-ryu Shubukan, Hanshi 10th dan) among Chibana's students; the official Shubukan site confirms Uema Joki as founder in the Chibana line.",edge_additions.csv
edge_addition,Choshin Chibana -> Kafu Kojo (low),"[research/] Supplementary study outside the family line. Low confidence, single source.",edge_additions.csv
edge_addition,Choshin Chibana -> Kanken Toyama (low),"[tradition] New: roster holds no teacher links. Treat with care: Chibana (b.1885) was only three years older than Toyama (b.1888), so 'studied under' here probably means training alo",edge_additions.csv
edge_addition,Choshin Chibana -> Katsumi Murakami (low),"[lineage completion:Shorin-ryu lines (Chibana Chos; verifier: plausible] Murakami Katsumi (b. 1927), Shorin-ryu hanshi 9th dan and author, is reported as a student of Chosin Chibana (with Juhatsu Kyoda and Motokatsu Inoue); single credible secondary source.",edge_additions.csv
edge_addition,Choshin Chibana -> Katsuya Miyahira (high),"[branch completion:Kobayashi Shorin-ryu (Chibana ; verifier: confirmed] Wikipedia: Miyahira was Chibana's student from April 1933, received his Shihan certificate from Chibana, founded Shidokan (1948) and succeeded Chibana as president of the Okinawa Shorin-ryu Karate-do Association in 1969.",edge_additions.csv
edge_addition,Choshin Chibana -> Kensei Kinjo (medium),"[branch completion:Kobayashi Shorin-ryu (Chibana ; verifier: confirmed] Consistently reported in secondary sources as one of the five disciples Chibana trained to 9th dan (kyudan); not on Wikipedia's student list, hence medium.",edge_additions.csv
edge_addition,Choshin Chibana -> Kensei Taba (low),[branch completion:Matsubayashi-ryu (Shoshin Naga; verifier: plausible] Shogen-ryu biographies consistently state Taba also trained under Chosin Chibana.,edge_additions.csv
edge_addition,Choshin Chibana -> Kenyu Chinen (low),"[oshukai/plausible] WEAKER LINK, offered with an explicit caveat. The official W.O.F. biography lists Chōshin Chibana (10th dan Okinawa Shōrin-ryū) among Chinen's masters and says Chibana 'promoted him to First Master Degree', i.e. signed his shodan. Polish Wikipedia repeats it, naming Chibana, Nakazato and Miyahira as",edge_additions.csv
edge_addition,Choshin Chibana -> Masahiro Nakamoto (high),"[lineage completion:Shorin-ryu lines (Chibana Chos; verifier: confirmed] Nakamoto Masahiro (Bunbukan) studied Kobayashi Shorin-ryu under Chibana Choshin from age 20, per interviews and the Bunbukan dojo record.",edge_additions.csv
edge_addition,Choshin Chibana -> Nakama Chozo (high),[branch completion:Kobayashi Shorin-ryu (Chibana ; verifier: confirmed] Wikipedia lists Nakama among Chibana's notable students; Nakama's primary teacher was Chibana and he was one of the five disciples promoted to 9th dan.,edge_additions.csv
edge_addition,Choshin Chibana -> Pat Nakata (high),"[branch completion:Kobayashi Shorin-ryu (Chibana ; verifier: confirmed] Multiple independent sources (Classical Fighting Arts article, interviews, obituary) document Nakata as a direct student of Chibana in Okinawa who founded the Okinawa Shorin Ryu Karate Association of Hawaii in 1963.",edge_additions.csv
edge_addition,Choshin Chibana -> Sannosuke Ueshima (medium),"[research/] The Japanese Wikipedia biography lists Chibana Choshin among Ueshima's karate instructors. Supplementary rather than style-bearing: Kushin-ryu is built on Motobu's Shuri/Tomari material and Ueshima's jujutsu, not on Chibana's Kobayashi-ryu.",edge_additions.csv
edge_addition,Choshin Chibana -> Seitoku Higa (low),"[branch completion:Bugeikan (Higa Seitoku) / Kish; verifier: plausible] The same biography listing Higa Seitoku's verified teachers (Kishimoto, Uehara, Chinen Masami) also names Chibana Choshin among his further teachers. Single secondary listing, unverifiable against a fetched page, hence low; the parallel claims in tha",edge_additions.csv
edge_addition,Choshin Chibana -> Shimabukuro Katsuyuki (medium),[10th-dan register research] teacher of Shimabukuro Katsuyuki,edge_additions.csv
edge_addition,Choshin Chibana -> Shugoro Nakazato (high),"[branch completion:Kobayashi Shorin-ryu (Chibana ; verifier: confirmed] Wikipedia articles on both men document Nakazato training under Chibana post-1945; he is one of the five disciples Chibana promoted to 9th dan, and founded Shorin-ryu Shorinkan.",edge_additions.csv
edge_addition,Choshin Chibana -> Tsugio Yonezawa (low),[wave4:Japanese-language sweep: Okina; verifier: plausible] Both the Japanese and Chinese Wikipedia articles on Chibana Choshin list 米沢次男 (Yonezawa Tsugio/Tsuguo) among his named disciples in Kobayashi Shorin-ryu.,edge_additions.csv
edge_addition,Choshin Chibana -> Yoshihide Shinzato (medium),"[branch completion:Kobayashi Shorin-ryu (Chibana ; verifier: confirmed] Wikipedia lists Yoshihide Shinzato (who spread Kobayashi Shorin-ryu in Brazil) among Chibana's notable students; single-source listing, hence medium.",edge_additions.csv
edge_addition,Chosho Motobu -> Motobu Choshin (low),"[wave4:Japanese-language sweep: Okina; verifier: plausible] Per the Motobu Udun genealogy, 8th head Chosho was succeeded by 9th head Motobu Aji Choshin (already in the tree as father-teacher of Motobu Choyu); this closes the chain wiring the three orphaned Motobu heads into the connected component.",edge_additions.csv
edge_addition,Chotoku Inohama -> Chosho Motobu (low),"[wave4:Japanese-language sweep: Okina; verifier: plausible] Per the Motobu Udun genealogy, 7th head Inohama Chotoku was succeeded by 8th head Motobu Aji Chosho (朝章), the diplomat of the Ryukyu-France treaty era; udundi transmission followed the headship by tradition.",edge_additions.csv
edge_addition,Chotoku Kyan -> Ankichi Arakaki (medium),[branch completion:Kyan Chotoku lines: Shobayashi; verifier: confirmed] Arakaki listed among Kyan's named students on Kyan's Wikipedia page.,edge_additions.csv
edge_addition,Chotoku Kyan -> Ansei Arakaki (high),"[firsthand] Both people present (student = W0028 Arakaki Ansei, brother of Ankichi Arakaki) but no edge exists: W0028 has no edges at all in the dataset. 'His assistant' implies a cl",edge_additions.csv
