node_id,qid,page_title,name_unicode,name_ascii,given_name_unicode,surname_unicode,given_name_ascii,surname_ascii,actual_name_unicode,actual_name_ascii,birth_year,death_year,instructor_start_year,date,okinawa_locality,styles_all,needs_review,wikipedia_url,style_1,style_2,style_3,style_4,style_5,style_6,style_7,style_8,style_9,style_10
C00042,,Chosho Motobu,Chosho Motobu,Chosho Motobu,Chosho,Motobu,Chosho,Motobu,Chosho Motobu,Chosho Motobu,,,,,unknown,,1,,Karate,,,,,,,,,
Q2393877,Q2393877,Chotoku Kyan,Chōtoku Kyan,Chotoku Kyan,Chōtoku,Kyan,Chotoku,Kyan,Chōtoku Kyan,Chotoku Kyan,1870,1945,1895,1895,Shuri,Shorin-Ryu|Tomari-te|Chito-Ryu|Shuri-te|Disposition of Ryukyu|Japanese Karate|Karate|Okinawan Karate|Shorinji-Ryu|Te,0,https://en.wikipedia.org/wiki/Ch%C5%8Dtoku_Kyan,Shorin-Ryu,Tomari-te,Chito-Ryu,Shuri-te,Disposition of Ryukyu,Japanese Karate,Karate,Okinawan Karate,Shorinji-Ryu,Te
C00043,,Choyo Kiyuna,Choyo Kiyuna,Choyo Kiyuna,Choyo,Kiyuna,Choyo,Kiyuna,Choyo Kiyuna,Choyo Kiyuna,,,,,unknown,,1,,Karate,,,,,,,,,
C00044,,Choyu Kiyuna,Choyu Kiyuna,Choyu Kiyuna,Choyu,Kiyuna,Choyu,Kiyuna,Choyu Kiyuna,Choyu Kiyuna,,,,,unknown,,1,,Karate,,,,,,,,,
Q706389,Q706389,Motobu Choyu,Motobu Chōyū,Motobu Choyu,Motobu,Chōyū,Motobu,Choyu,Motobu Chōyū,Motobu Choyu,1857,1928,1882,1882,Shuri,Shuri-te|Motobu-Ryu|Chito-Ryu|Anji Ryukyu|Karate|Kenpo|Motobu Udundi|Te|Udun Ryukyu,0,https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dy%C5%AB,Shuri-te,Motobu-Ryu,Chito-Ryu,Anji Ryukyu,Karate,Kenpo,Motobu Udundi,Te,Udun Ryukyu,
C00046,,Chubu Shorin,Chubu Shorin,Chubu Shorin,Chubu,Shorin,Chubu,Shorin,Chubu Shorin,Chubu Shorin,,,,,unknown,,1,,Karate,,,,,,,,,
Q2673,Q2673,Chuck Norris,Chuck Norris,Chuck Norris,Chuck,Norris,Chuck,Norris,Chuck Norris,Chuck Norris,1940,,1965,1965,unknown,Tang Soo Do|Karate|Kyokushin Budokai|Taekwondo|Goju-Ryu|Kyokushin|Shito-Ryu|Shotokan|Chuck Norris Syste|Chun Kuk Do was renamed to the Chuck Norris Syste|Gosoku RyuBackground|International Kyokushin Budokai|Kenpo|Korean Tang Soo Do|Kung Fu|Kyokushin-kai|Kyokushinkai|Norris appears to have studied various forms of Karate|Taekwon-do|Te|The Star-Telegram|What type of Karate,0,https://en.wikipedia.org/wiki/Chuck_Norris,Tang Soo Do,Karate,Kyokushin Budokai,Taekwondo,Goju-Ryu,Kyokushin,Shito-Ryu,Shotokan,Chuck Norris Syste,Chun Kuk Do was renamed to the Chuck Norris Syste
Q18783605,Q18783605,David Scot,David Scot,David Scot,David,Scot,David,Scot,David Scot,David Scot,1770,1834,1795,1795,unknown,Te,0,https://en.wikipedia.org/wiki/David_Scot,Te,,,,,,,,,
Q3035513,Q3035513,Dominique Valera,Dominique Valera,Dominique Valera,Dominique,Valera,Dominique,Valera,Dominique Valera,Dominique Valera,1947,,1972,1972,unknown,Karate|Shotokan|Te,0,https://en.wikipedia.org/wiki/Dominique_Valera,Karate,Shotokan,Te,,,,,,,
Q5294533,Q5294533,Donald Hugh Nagle,Donald Hugh Nagle,Donald Hugh Nagle,Donald,Hugh Nagle,Donald,Hugh Nagle,Donald Hugh Nagle,Donald Hugh Nagle,1938,1999,1963,1963,unknown,Isshin-Ryu|Isshinryu|isshinryu|Karate|Te,0,https://en.wikipedia.org/wiki/Donald_Hugh_Nagle,Isshin-Ryu,Isshinryu,isshinryu,Karate,Te,,,,,
C00047,,Dr Minoru Yamada,Dr Minoru Yamada,Dr Minoru Yamada,Dr,Minoru Yamada,Dr,Minoru Yamada,Dr Minoru Yamada,Dr Minoru Yamada,,,,,unknown,,1,,Karate,,,,,,,,,
C00048,,Dr Shiji Mizokami,Dr Shiji Mizokami,Dr Shiji Mizokami,Dr,Shiji Mizokami,Dr,Shiji Mizokami,Dr Shiji Mizokami,Dr Shiji Mizokami,,,,,unknown,,1,,Karate,,,,,,,,,
Q5349190,Q5349190,Eiichi Miyazato,Eiichi Miyazato,Eiichi Miyazato,Eiichi,Miyazato,Eiichi,Miyazato,Eiichi Miyazato,Eiichi Miyazato,1922,1999,1947,1947,Shuri,Goju-Ryu|Karate|Naha-te|Goju-Ryu Karate-do Kyokai|gojuryu|Gojuryu|Jundokan|Okinawan Karate|Te,0,https://en.wikipedia.org/wiki/Eiichi_Miyazato,Goju-Ryu,Karate,Naha-te,Goju-Ryu Karate-do Kyokai,gojuryu,Gojuryu,Jundokan,Okinawan Karate,Te,
C00049,,Eikichi Fukumoto,Eikichi Fukumoto,Eikichi Fukumoto,Eikichi,Fukumoto,Eikichi,Fukumoto,Eikichi Fukumoto,Eikichi Fukumoto,,,,,unknown,,1,,Karate,,,,,,,,,
C00050,,Eisuke Akamine,Eisuke Akamine,Eisuke Akamine,Eisuke,Akamine,Eisuke,Akamine,Eisuke Akamine,Eisuke Akamine,,,,,unknown,,1,,Karate,,,,,,,,,
C00051,,Eizo Shimabuku,Eizo Shimabuku,Eizo Shimabuku,Eizo,Shimabuku,Eizo,Shimabuku,Eizo Shimabuku,Eizo Shimabuku,,,,,unknown,,1,,Karate,,,,,,,,,
C00052,,Eizo Shimabukuro,Eizo Shimabukuro,Eizo Shimabukuro,Eizo,Shimabukuro,Eizo,Shimabukuro,Eizo Shimabukuro,Eizo Shimabukuro,,,,,unknown,,1,,Karate,,,,,,,,,
C00053,,Emory Turner,Emory Turner,Emory Turner,Emory,Turner,Emory,Turner,Emory Turner,Emory Turner,,,,,unknown,,1,,Karate,,,,,,,,,
C00054,,Enlightened Spirit,Enlightened Spirit,Enlightened Spirit,Enlightened,Spirit,Enlightened,Spirit,Enlightened Spirit,Enlightened Spirit,,,,,unknown,,1,,Karate,,,,,,,,,
C00055,,Ernest Estrada,Ernest Estrada,Ernest Estrada,Ernest,Estrada,Ernest,Estrada,Ernest Estrada,Ernest Estrada,,,,,unknown,,1,,Karate,,,,,,,,,
C00056,,Eyed Toguchi,Eyed Toguchi,Eyed Toguchi,Eyed,Toguchi,Eyed,Toguchi,Eyed Toguchi,Eyed Toguchi,,,,,unknown,,1,,Karate,,,,,,,,,
Q3081845,Q3081845,Francisco Filho,Francisco Filho,Francisco Filho,Francisco,Filho,Francisco,Filho,Francisco Filho,Francisco Filho,1971,,1996,1996,unknown,,0,https://en.wikipedia.org/wiki/Francisco_Filho,Karate,,,,,,,,,
C00057,,Franco Sanguinetti,Franco Sanguinetti,Franco Sanguinetti,Franco,Sanguinetti,Franco,Sanguinetti,Franco Sanguinetti,Franco Sanguinetti,,,,,unknown,,1,,Karate,,,,,,,,,
C00058,,Franklin DR Hargrove,Franklin D.R. Hargrove,Franklin DR Hargrove,Franklin,D.R. Hargrove,Franklin,DR Hargrove,Franklin D.R. Hargrove,Franklin DR Hargrove,,,,,unknown,,1,,Karate,,,,,,,,,
C00059,,Free Sparring,Free Sparring,Free Sparring,Free,Sparring,Free,Sparring,Free Sparring,Free Sparring,,,,,unknown,,1,,Karate,,,,,,,,,
Q41705,Q41705,Fujian,Fujian,Fujian,Fujian,,Fujian,,Fujian,Fujian,0229,,254,254,unknown,Te,0,https://en.wikipedia.org/wiki/Fujian,Te,,,,,,,,,
C00060,,Fukien Shaolin,Fukien Shaolin,Fukien Shaolin,Fukien,Shaolin,Fukien,Shaolin,Fukien Shaolin,Fukien Shaolin,,,,,unknown,,1,,Karate,,,,,,,,,
C00061,,Fukyu Ichi,Fukyu Ichi,Fukyu Ichi,Fukyu,Ichi,Fukyu,Ichi,Fukyu Ichi,Fukyu Ichi,,,,,unknown,,1,,Karate,,,,,,,,,
Q1473967,Q1473967,Fumio Demura,Fumio Demura,Fumio Demura,Fumio,Demura,Fumio,Demura,Fumio Demura,Fumio Demura,1938,2023,1963,1963,unknown,Goju-Ryu|Karate|Okinawan Kobudo|Shito-Ryu|Shotokan|and kobudo|Japanese Karate|kobudo|Koga-ryu|Te,0,https://en.wikipedia.org/wiki/Fumio_Demura,Goju-Ryu,Karate,Okinawan Kobudo,Shito-Ryu,Shotokan,and kobudo,Japanese Karate,kobudo,Koga-ryu,Te
C00062,,Fumio Nagaishi,Fumio Nagaishi,Fumio Nagaishi,Fumio,Nagaishi,Fumio,Nagaishi,Fumio Nagaishi,Fumio Nagaishi,,,,,unknown,,1,,Karate,,,,,,,,,
C00063,,Fumio Nakama,Fumio Nakama,Fumio Nakama,Fumio,Nakama,Fumio,Nakama,Fumio Nakama,Fumio Nakama,,,,,unknown,,1,,Karate,,,,,,,,,
Q41105,Q41105,Gichin Funakoshi,Gichin Funakoshi,Gichin Funakoshi,Gichin,Funakoshi,Gichin,Funakoshi,Gichin Funakoshi,Gichin Funakoshi,1868,1957,1893,1893,Shuri,Shotokan|Karate|Shorei-ryu|Shorin-Ryu|Japanese Karate|Jigen-ryu|Okinawan Karate|Shoto-kai|Shotokai|Taekwon-do|Taekwondo|Te,0,https://en.wikipedia.org/wiki/Gichin_Funakoshi,Shotokan,Karate,Shorei-ryu,Shorin-Ryu,Japanese Karate,Jigen-ryu,Okinawan Karate,Shoto-kai,Shotokai,Taekwon-do
C00066,,Fusei Kise,Fusei Kise,Fusei Kise,Fusei,Kise,Fusei,Kise,Fusei Kise,Fusei Kise,,,,,unknown,,1,,Karate,,,,,,,,,
C00067,,Gabi Haka,Gabi Haka,Gabi Haka,Gabi,Haka,Gabi,Haka,Gabi Haka,Gabi Haka,,,,,unknown,,1,,Karate,,,,,,,,,
C00068,,Gamani Soysa,Gamani Soysa,Gamani Soysa,Gamani,Soysa,Gamani,Soysa,Gamani Soysa,Gamani Soysa,,,,,unknown,,1,,Karate,,,,,,,,,
C00069,,Geiji Morisono,Geiji Morisono,Geiji Morisono,Geiji,Morisono,Geiji,Morisono,Geiji Morisono,Geiji Morisono,,,,,unknown,,1,,Karate,,,,,,,,,
C00070,,Gekisai Ichi,Gekisai Ichi,Gekisai Ichi,Gekisai,Ichi,Gekisai,Ichi,Gekisai Ichi,Gekisai Ichi,,,,,unknown,,1,,Karate,,,,,,,,,
C00071,,Genkai Nakaima,Genkai Nakaima,Genkai Nakaima,Genkai,Nakaima,Genkai,Nakaima,Genkai Nakaima,Genkai Nakaima,,,,,unknown,,1,,Karate,,,,,,,,,
C00072,,Genwa Nakasone,Genwa Nakasone,Genwa Nakasone,Genwa,Nakasone,Genwa,Nakasone,Genwa Nakasone,Genwa Nakasone,,,,,unknown,,1,,Karate,,,,,,,,,
C00073,,George E Mattson,George E. Mattson,George E Mattson,George,E. Mattson,George,E Mattson,George E. Mattson,George E Mattson,,,,,unknown,,1,,Karate,,,,,,,,,
Q628761,Q628761,Gigo Funakoshi,Gigō Funakoshi,Gigo Funakoshi,Gigō,Funakoshi,Gigo,Funakoshi,Gigō Funakoshi,Gigo Funakoshi,1907,1945,1932,1932,Shuri,Shotokan|Shotokai|Shuri-te|Japanese Karate|Karate|Okinawan Karate|Taekwon-do|Taekwondo|Te,0,https://en.wikipedia.org/wiki/Gig%C5%8D_Funakoshi,Shotokan,Shotokai,Shuri-te,Japanese Karate,Karate,Okinawan Karate,Taekwon-do,Taekwondo,Te,
C00082,,Ginowan City,Ginowan City,Ginowan City,Ginowan,City,Ginowan,City,Ginowan City,Ginowan City,,,,,unknown,,1,,Karate,,,,,,,,,
C00083,,Gisei Maeda,Gisei Maeda,Gisei Maeda,Gisei,Maeda,Gisei,Maeda,Gisei Maeda,Gisei Maeda,,,,,unknown,,1,,Karate,,,,,,,,,
Q268880,Q268880,Gogen Yamaguchi,Gōgen Yamaguchi,Gogen Yamaguchi,Gōgen,Yamaguchi,Gogen,Yamaguchi,Gōgen Yamaguchi,Gogen Yamaguchi,1909,1989,1934,1934,unknown,Goju-Kai|Goju-Ryu|Kyokushin|Shotokan|Gojukai|gojukai|gojuryu|Gojuryu|Japanese Karate|Karate|Kenpo|Kyokushin-kai|Okinawan Karate|Te,0,https://en.wikipedia.org/wiki/G%C5%8Dgen_Yamaguchi,Goju-Kai,Goju-Ryu,Kyokushin,Shotokan,Gojukai,gojukai,gojuryu,Gojuryu,Japanese Karate,Karate
C00084,,Gokenki,Gokenki,Gokenki,Gokenki,,Gokenki,,Gokenki,Gokenki,,,,,unknown,,1,,Karate,,,,,,,,,
C00085,,Gosei Yamaguchi,Gosei Yamaguchi,Gosei Yamaguchi,Gosei,Yamaguchi,Gosei,Yamaguchi,Gosei Yamaguchi,Gosei Yamaguchi,,,,,unknown,,1,,Karate,,,,,,,,,
C00086,,Goshi Yamaguchi,Goshi Yamaguchi,Goshi Yamaguchi,Goshi,Yamaguchi,Goshi,Yamaguchi,Goshi Yamaguchi,Goshi Yamaguchi,,,,,unknown,,1,,Karate,,,,,,,,,
Q23666,Q23666,Great Britain,Great Britain,Great Britain,Great,Britain,Great,Britain,Great Britain,Great Britain,2012,1625,2037,2037,unknown,Te,0,https://en.wikipedia.org/wiki/Great_Britain,Te,,,,,,,,,
C00087,,Gushikawa no Tiragwa,Gushikawa no Tiragwa,Gushikawa no Tiragwa,Gushikawa,no Tiragwa,Gushikawa,no Tiragwa,Gushikawa no Tiragwa,Gushikawa no Tiragwa,,,,,unknown,,1,,Karate,,,,,,,,,
C00088,,Gushikawa Tiragwa,Gushikawa Tiragwa,Gushikawa Tiragwa,Gushikawa,Tiragwa,Gushikawa,Tiragwa,Gushikawa Tiragwa,Gushikawa Tiragwa,,,,,unknown,,1,,Karate,,,,,,,,,
Q5361556,Q5361556,Hajime Kazumi,Hajime Kazumi,Hajime Kazumi,Hajime,Kazumi,Hajime,Kazumi,Hajime Kazumi,Hajime Kazumi,1971,,1996,1996,unknown,Kyokushin-kan|Kyokushin|Dan Black Belt in Kyokushin Karate|Karate|Kazumi Karate|Kyokushin Karate|Kyokushin-kai|Kyokushinkai|Kyokushinkaikan|Te,0,https://en.wikipedia.org/wiki/Hajime_Kazumi,Kyokushin-kan,Kyokushin,Dan Black Belt in Kyokushin Karate,Karate,Kazumi Karate,Kyokushin Karate,Kyokushin-kai,Kyokushinkai,Kyokushinkaikan,Te
C00090,,Hakutsuru Kamae,Hakutsuru Kamae,Hakutsuru Kamae,Hakutsuru,Kamae,Hakutsuru,Kamae,Hakutsuru Kamae,Hakutsuru Kamae,,,,,unknown,,1,,Karate,,,,,,,,,
C00091,,Harold Mitchum,Harold Mitchum,Harold Mitchum,Harold,Mitchum,Harold,Mitchum,Harold Mitchum,Harold Mitchum,,,,,unknown,,1,,Karate,,,,,,,,,
Q11755899,Q11755899,Henry Cook,Henry Cook,Henry Cook,Henry,Cook,Henry,Cook,Henry Cook,Henry Cook,1886,1939,1911,1911,unknown,Te,0,https://en.wikipedia.org/wiki/Henry_Cook,Te,,,,,,,,,
C00092,,Harumi Takami,Harumi Takami,Harumi Takami,Harumi,Takami,Harumi,Takami,Harumi Takami,Harumi Takami,,,,,unknown,,1,,Karate,,,,,,,,,
C00093,,Haruo Tamaki,Haruo Tamaki,Haruo Tamaki,Haruo,Tamaki,Haruo,Tamaki,Haruo Tamaki,Haruo Tamaki,,,,,unknown,,1,,Karate,,,,,,,,,
Q920672,Q920672,Hatsuo Royama,Hatsuo Royama,Hatsuo Royama,Hatsuo,Royama,Hatsuo,Royama,Hatsuo Royama,Hatsuo Royama,1948,1994,1973,1973,unknown,Kyokushin|Karate|Kyokushin-kai|Kyokushin-kan|Kyokushin-kan Inte|Kyokushin-kan Karate|Kyokushinkan|kyokushinkan|Te,0,https://en.wikipedia.org/wiki/Hatsuo_Royama,Kyokushin,Karate,Kyokushin-kai,Kyokushin-kan,Kyokushin-kan Inte,Kyokushin-kan Karate,Kyokushinkan,kyokushinkan,Te,
C00096,,Heiwa Road,Heiwa Road,Heiwa Road,Heiwa,Road,Heiwa,Road,Heiwa Road,Heiwa Road,,,,,unknown,,1,,Karate,,,,,,,,,
C00097,,Hideo Nakazato,Hideo Nakazato,Hideo Nakazato,Hideo,Nakazato,Hideo,Nakazato,Hideo Nakazato,Hideo Nakazato,,,,,unknown,,1,,Karate,,,,,,,,,
Q896129,Q896129,Hideo Ochi,Hideo Ochi,Hideo Ochi,Hideo,Ochi,Hideo,Ochi,Hideo Ochi,Hideo Ochi,1940,,1965,1965,unknown,Shotokan|Karate|Dan Karate|Japanese Karate|Te,0,https://en.wikipedia.org/wiki/Hideo_Ochi,Shotokan,Karate,Dan Karate,Japanese Karate,Te,,,,,
Q124766,Q124766,Hidetaka Nishiyama,Hidetaka Nishiyama,Hidetaka Nishiyama,Hidetaka,Nishiyama,Hidetaka,Nishiyama,Hidetaka Nishiyama,Hidetaka Nishiyama,1928,2008,1953,1953,unknown,Shotokan|Karate|Japanese Karate|Te,0,https://en.wikipedia.org/wiki/Hidetaka_Nishiyama,Shotokan,Karate,Japanese Karate,Te,,,,,,
Q919033,Q919033,Hideyuki Ashihara,Hideyuki Ashihara,Hideyuki Ashihara,Hideyuki,Ashihara,Hideyuki,Ashihara,Hideyuki Ashihara,Hideyuki Ashihara,1944,1995,1969,1969,Shuri,Ashihara kaikan|Kyokushin|Ashihara Karate|Enshin Karate|Japanese Karate|Karate|Kudo|Kyokushin-kai|Kyokushinkai|Seidokaikan|Te,0,https://en.wikipedia.org/wiki/Hideyuki_Ashihara,Ashihara kaikan,Kyokushin,Ashihara Karate,Enshin Karate,Japanese Karate,Karate,Kudo,Kyokushin-kai,Kyokushinkai,Seidokaikan
C00109,,Higashi Machi,Higashi Machi,Higashi Machi,Higashi,Machi,Higashi,Machi,Higashi Machi,Higashi Machi,,,,,unknown,,1,,Karate,,,,,,,,,
Q15987228,Q15987228,Higa Yuchoku,Higa Yuchoku,Higa Yuchoku,Higa,Yuchoku,Higa,Yuchoku,Higa Yuchoku,Higa Yuchoku,1910,1994,1935,1935,Naha,Shorin-Ryu|Goju-Ryu|Japanese Karate|Karate|Okinawan Karate|Te,0,https://en.wikipedia.org/wiki/Higa_Yuchoku,Shorin-Ryu,Goju-Ryu,Japanese Karate,Karate,Okinawan Karate,Te,,,,
C00110,,Hija Bridge,Hija Bridge,Hija Bridge,Hija,Bridge,Hija,Bridge,Hija Bridge,Hija Bridge,,,,,unknown,,1,,Karate,,,,,,,,,
Q714329,Q714329,Hirara,Hirara,Hirara,Hirara,,Hirara,,Hirara,Hirara,2006,,2031,2031,unknown,Te,0,"https://en.wikipedia.org/wiki/Hirara,_Okinawa",Te,,,,,,,,,
Q471629,Q471629,Hirokazu Kanazawa,Hirokazu Kanazawa,Hirokazu Kanazawa,Hirokazu,Kanazawa,Hirokazu,Kanazawa,Hirokazu Kanazawa,Hirokazu Kanazawa,1931,2019,1956,1956,unknown,Shotokan|Karate|Japanese Karate|Shotokan Karate|Te,0,https://en.wikipedia.org/wiki/Hirokazu_Kanazawa,Shotokan,Karate,Japanese Karate,Shotokan Karate,Te,,,,,
Q386415,Q386415,Hironori Otsuka,Hironori Ōtsuka,Hironori Otsuka,Hironori,Ōtsuka,Hironori,Otsuka,Hironori Ōtsuka,Hironori Otsuka,1892,1982,1917,1917,unknown,Wado-Ryu|Karate|Motobu-Ryu|Shindo Yoshin-ryu|Shito-Ryu|Shotokan|Goju-Ryu|Okinawan Kobudo|Japanese Karate|Okinawan Karate|Te,0,https://en.wikipedia.org/wiki/Hironori_%C5%8Ctsuka,Wado-Ryu,Karate,Motobu-Ryu,Shindo Yoshin-ryu,Shito-Ryu,Shotokan,Goju-Ryu,Okinawan Kobudo,Japanese Karate,Okinawan Karate
C00112,,Hiroshi Ishihara,Hiroshi Ishihara,Hiroshi Ishihara,Hiroshi,Ishihara,Hiroshi,Ishihara,Hiroshi Ishihara,Hiroshi Ishihara,,,,,unknown,,1,,Karate,,,,,,,,,
C00113,,Hiroshi Miyagi,Hiroshi Miyagi,Hiroshi Miyagi,Hiroshi,Miyagi,Hiroshi,Miyagi,Hiroshi Miyagi,Hiroshi Miyagi,,,,,unknown,,1,,Karate,,,,,,,,,
C00114,,Hiroshi Miyazato,Hiroshi Miyazato,Hiroshi Miyazato,Hiroshi,Miyazato,Hiroshi,Miyazato,Hiroshi Miyazato,Hiroshi Miyazato,,,,,unknown,,1,,Karate,,,,,,,,,
C00115,,Hiroshi Oshiro,Hiroshi Oshiro,Hiroshi Oshiro,Hiroshi,Oshiro,Hiroshi,Oshiro,Hiroshi Oshiro,Hiroshi Oshiro,,,,,unknown,,1,,Karate,,,,,,,,,
Q11476774,Q11476774,Hiroshi Shima,Hiroshi Shima,Hiroshi Shima,Hiroshi,Shima,Hiroshi,Shima,Hiroshi Shima,Hiroshi Shima,1918,2003,1943,1943,unknown,Te,0,https://en.wikipedia.org/wiki/Hiroshi_Shima,Te,,,,,,,,,
C00116,,Hiroshi Shinya,Hiroshi Shinya,Hiroshi Shinya,Hiroshi,Shinya,Hiroshi,Shinya,Hiroshi Shinya,Hiroshi Shinya,,,,,unknown,,1,,Karate,,,,,,,,,
Q348074,Q348074,Hiroshi Shirai,Hiroshi Shirai,Hiroshi Shirai,Hiroshi,Shirai,Hiroshi,Shirai,Hiroshi Shirai,Hiroshi Shirai,1937,2024,1962,1962,unknown,Shotokan|Karate|Japanese Karate|Te,0,https://en.wikipedia.org/wiki/Hiroshi_Shirai,Shotokan,Karate,Japanese Karate,Te,,,,,,
C00121,,Hiroshi Sugihara,Hiroshi Sugihara,Hiroshi Sugihara,Hiroshi,Sugihara,Hiroshi,Sugihara,Hiroshi Sugihara,Hiroshi Sugihara,,,,,unknown,,1,,Karate,,,,,,,,,
C00122,,Hirotaka Arashiro,Hirotaka Arashiro,Hirotaka Arashiro,Hirotaka,Arashiro,Hirotaka,Arashiro,Hirotaka Arashiro,Hirotaka Arashiro,,,,,unknown,,1,,Karate,,,,,,,,,
C00123,,Hiroyuki Shinkai,Hiroyuki Shinkai,Hiroyuki Shinkai,Hiroyuki,Shinkai,Hiroyuki,Shinkai,Hiroyuki Shinkai,Hiroyuki Shinkai,,,,,unknown,,1,,Karate,,,,,,,,,
C00124,,Hisao Aizawa,Hisao Aizawa,Hisao Aizawa,Hisao,Aizawa,Hisao,Aizawa,Hisao Aizawa,Hisao Aizawa,,,,,unknown,,1,,Karate,,,,,,,,,
C00125,,His Sanchin,His Sanchin,His Sanchin,His,Sanchin,His,Sanchin,His Sanchin,His Sanchin,,,,,unknown,,1,,Karate,,,,,,,,,
C00126,,Hoa Funsai,Hoa Funsai,Hoa Funsai,Hoa,Funsai,Hoa,Funsai,Hoa Funsai,Hoa Funsai,,,,,unknown,,1,,Karate,,,,,,,,,
Q3139173,Q3139173,Hohan Soken,Hohan Sōken,Hohan Soken,Hohan,Sōken,Hohan,Soken,Hohan Sōken,Hohan Soken,1889,1982,1914,1914,Shuri,Shorin-Ryu|Okinawan Kobudo|Shuri-te|Karate|Okinawa Kobudo|Okinawan Karate|Te,0,https://en.wikipedia.org/wiki/Hohan_S%C5%8Dken,Shorin-Ryu,Okinawan Kobudo,Shuri-te,Karate,Okinawa Kobudo,Okinawan Karate,Te,,,
C00127,,Honan Chuan,Honan Chuan,Honan Chuan,Honan,Chuan,Honan,Chuan,Honan Chuan,Honan Chuan,,,,,unknown,,1,,Karate,,,,,,,,,
C00128,,Horizontal White,Horizontal White,Horizontal White,Horizontal,White,Horizontal,White,Horizontal White,Horizontal White,,,,,unknown,,1,,Karate,,,,,,,,,
C00129,,Horoku Ishikawa,Horoku Ishikawa,Horoku Ishikawa,Horoku,Ishikawa,Horoku,Ishikawa,Horoku Ishikawa,Horoku Ishikawa,,,,,unknown,,1,,Karate,,,,,,,,,
C00130,,Hoshu Taira,Hoshu Taira,Hoshu Taira,Hoshu,Taira,Hoshu,Taira,Hoshu Taira,Hoshu Taira,,,,,unknown,,1,,Karate,,,,,,,,,
Q5610965,Q5610965,Howard Collins,Howard Collins,Howard Collins,Howard,Collins,Howard,Collins,Howard Collins,Howard Collins,1949,,1974,1974,unknown,Kyokushin kaikan|Karate|Kyokushin|Japanese Karate|Kyokushin-kai|Kyokushinkai|Te,0,https://en.wikipedia.org/wiki/Howard_Collins,Kyokushin kaikan,Karate,Kyokushin,Japanese Karate,Kyokushin-kai,Kyokushinkai,Te,,,
C00131,,Hsiao Yao,Hsiao Yao,Hsiao Yao,Hsiao,Yao,Hsiao,Yao,Hsiao Yao,Hsiao Yao,,,,,unknown,,1,,Karate,,,,,,,,,
C00132,,Hung Chia,Hung Chia,Hung Chia,Hung,Chia,Hung,Chia,Hung Chia,Hung Chia,,,,,unknown,,1,,Karate,,,,,,,,,
C00134,,Ichi Elementary,Ichi Elementary,Ichi Elementary,Ichi,Elementary,Ichi,Elementary,Ichi Elementary,Ichi Elementary,,,,,unknown,,1,,Karate,,,,,,,,,
C00135,,Ichiro Shirasaka,Ichiro Shirasaka,Ichiro Shirasaka,Ichiro,Shirasaka,Ichiro,Shirasaka,Ichiro Shirasaka,Ichiro Shirasaka,,,,,unknown,,1,,Karate,,,,,,,,,
C00136,,Iko Oshiro,Iko Oshiro,Iko Oshiro,Iko,Oshiro,Iko,Oshiro,Iko Oshiro,Iko Oshiro,,,,,unknown,,1,,Karate,,,,,,,,,
C00137,,Iko Yonamine,Iko Yonamine,Iko Yonamine,Iko,Yonamine,Iko,Yonamine,Iko Yonamine,Iko Yonamine,,,,,unknown,,1,,Karate,,,,,,,,,
C00138,,Inside Nakazato,Inside Nakazato,Inside Nakazato,Inside,Nakazato,Inside,Nakazato,Inside Nakazato,Inside Nakazato,,,,,unknown,,1,,Karate,,,,,,,,,
C00139,,Isamu Uehara,Isamu Uehara,Isamu Uehara,Isamu,Uehara,Isamu,Uehara,Isamu Uehara,Isamu Uehara,,,,,unknown,,1,,Karate,,,,,,,,,
C00140,,Isao Oshiro,Isao Oshiro,Isao Oshiro,Isao,Oshiro,Isao,Oshiro,Isao Oshiro,Isao Oshiro,,,,,unknown,,1,,Karate,,,,,,,,,
C00141,,Isei Kojo,Isei Kojo,Isei Kojo,Isei,Kojo,Isei,Kojo,Isei Kojo,Isei Kojo,,,,,unknown,,1,,Karate,,,,,,,,,
C00142,,Isoroku Katagiri,Isoroku Katagiri,Isoroku Katagiri,Isoroku,Katagiri,Isoroku,Katagiri,Isoroku Katagiri,Isoroku Katagiri,,,,,unknown,,1,,Karate,,,,,,,,,
C00143,,Isugio Yonezawa,Isugio Yonezawa,Isugio Yonezawa,Isugio,Yonezawa,Isugio,Yonezawa,Isugio Yonezawa,Isugio Yonezawa,,,,,unknown,,1,,Karate,,,,,,,,,
C00144,,Itoman High,Itoman High,Itoman High,Itoman,High,Itoman,High,Itoman High,Itoman High,,,,,unknown,,1,,Karate,,,,,,,,,
C00145,,Iwah,Iwah,Iwah,Iwah,,Iwah,,Iwah,Iwah,,,,,unknown,,1,,Karate,,,,,,,,,
C00146,,Jack Mark,Jack Mark,Jack Mark,Jack,Mark,Jack,Mark,Jack Mark,Jack Mark,,,,,unknown,,1,,Karate,,,,,,,,,
Q1126552,Q1126552,Jesus Martinez,Jesús Martínez,Jesus Martinez,Jesús,Martínez,Jesus,Martinez,Jesús Martínez,Jesus Martinez,1934,2025,1959,1959,unknown,Te,0,https://en.wikipedia.org/wiki/Jes%C3%BAs_Mart%C3%ADnez,Te,,,,,,,,,
