teacher_id,teacher,student_id,student,confidence,evidence,direction_flipped
C00450,Sanda Kanagusuku,C00527,Shosei Kina,high,research:https://en.wikipedia.org/wiki/Ufuchiku_Kobudo | research:https://www.motobu-ryu.org/%E6%9C%AC%E9%83%A8%E5%BE%A1%E6%AE%BF%E6%89%8B/%E6%9C%AC%E9%83%A8%E5%BE%A1%E6%AE%BF%E6%89%8B%E3%81%AE%E6%AD%A9%E3%81%BF/%E6%98%AD%E5%92%8C30%E5%B9%B4%E4%BB%A3-5-%E4%B8%AD%E7%B7%A8/,
C00454,Seibu Tomigawa,C00232,Kenko Nakaima,high,book:Bishop p.20,
C00478,Seikichi Uehara,A0019,Seiyu Oyata,medium,research:https://note.com/motoburyu/n/nefb13f93d3ee | research:http://www.jukokai.com/the-legacy-of-shian-toma-seidokan-karate.html,
C00478,Seikichi Uehara,A0020,Shian Toma,high,research:https://en.wikipedia.org/wiki/Okinawa_Seidokan | research:https://seidokankarate.org/shian-toma-biography | research:https://note.com/motoburyu/n/nefb13f93d3ee,
C00478,Seikichi Uehara,A0021,Seiki Toma,low,research:https://shuriway.com/toma.html,
C00478,Seikichi Uehara,A0028,Chosei Motobu,high,research:https://en.wikipedia.org/wiki/Motobu-ry%C5%AB | research:https://www.motobu-ryu.org/motobu-udundi/uehara-seikichi/,
C00478,Seikichi Uehara,A0127,Kaishu Isa,medium,research:https://note.com/motoburyu/n/nd4392f610625,
C00478,Seikichi Uehara,A0219,Chomo Motobu,medium,research:https://ja.wikipedia.org/wiki/本部朝勇 | research:https://en.wikipedia.org/wiki/House_of_Motobu,
C00478,Seikichi Uehara,B0020,Takao Miyagi,high,book:Bishop p.166,
C00478,Seikichi Uehara,C00037,Chomo Motobu,low,research:https://www.motobu-ryu.org/motobu-udundi/uehara-seikichi/ | research:https://www.motobu-ryu.org/motobu-udundi/about-motobu-udundi/,
C00478,Seikichi Uehara,C00066,Fusei Kise,medium,research:https://note.com/motoburyu/n/nefb13f93d3ee,
C00478,Seikichi Uehara,C00147,Kentoku Kaneshiro,medium,book:Bishop p.166,
C00478,Seikichi Uehara,C00274,Seiichi Taba,medium,book:Bishop p.166,
C00478,Seikichi Uehara,C00400,Yoshio Uehara,medium,book:Bishop p.166,
C00478,Seikichi Uehara,C00434,Ryoko Chibana,medium,book:Bishop p.166,
C00478,Seikichi Uehara,C00494,Seitoku Higa,high,research:https://www.motobu-ryu.org/motobu-udundi/uehara-seikichi/,
C00478,Seikichi Uehara,C00663,Yoshio Zaha,medium,book:Bishop p.166,
C00478,Seikichi Uehara,J0028,Shiroma Kiyonori (Seihan),high,research:https://asatodojo.com/introducing-shiroma-ha-moidi-motoburyu/,
C00478,Seikichi Uehara,J0029,Tetsuo Takamiyagi,high,research:https://www.okinawakaratekobudo.com/about.html,
C00478,Seikichi Uehara,J0086,Shinsuke Moromizato,medium,research:https://mutubu-udundi.okinawa/about,
C00478,Seikichi Uehara,J0087,Takeshi Uehara,high,research:https://mokkeikan.jimdofree.com/,
C00478,Seikichi Uehara,J0088,Masanobu Ishikawa,medium,research:https://mutubu-udundi.okinawa/about,
C00478,Seikichi Uehara,J0090,Harumitsu Kinjo,medium,research:https://mokkeikan.jimdofree.com/,
C00480,Seiki Itokazu,A0010,Shinyu Gushi,low,research:https://www.dragon-tsunami.org/Dtimes/Pages/articleg.htm,
C00485,Seiro Tonaki,Q3482635,Shugoro Nakazato,high,research:https://en.wikipedia.org/wiki/Shugoro_Nakazato,
C00494,Seitoku Higa,C00113,Hiroshi Miyagi,medium,book:Bishop p.171,
C00494,Seitoku Higa,C00253,Kiyohiko Higa,high,research:https://ilpracticalkarate.com/kishimotodi | research:https://www.karateobsession.com/2020/12/kishimotodi-revisited.html,
C00494,Seitoku Higa,C00258,Koan Nagado,medium,book:Bishop p.171,
C00494,Seitoku Higa,Q6766745,Mark Bishop,high,book:Bishop p.176,
C00508,Shinbi Kaneshima,C00517,Shinyei Kaneshima,high,research:https://okic.okinawa/en/archives/newstopics/p3475 | research:https://medium.com/@motobu715/ishimine-ry%C5%AB-a-forgotten-karate-school-811e54797adc,
C00510,Shinkichi Kuniyoshi,B0015,Heisaburo Nakamura,high,book:Bishop p.152,
C00510,Shinkichi Kuniyoshi,Q38585428,Shigeru Nakamura,high,research:https://okinawa-kenpo.com/en.php,
C00514,Shinsuke Kaneshima,A0021,Seiki Toma,low,research:https://shuriway.com/toma.html,
C00514,Shinsuke Kaneshima,C00192,Kyuyu Kinjo,high,book:Bishop p.130,
C00514,Shinsuke Kaneshima,C00287,Komei Tsuha,medium,book:Bishop p.128,
C00514,Shinsuke Kaneshima,C00606,Tomei Tsuha,high,book:Bishop p.104,
C00515,Shintaro Yoshizato,C00100,Joji Tokuhiga,medium,book:Bishop p.122,
C00515,Shintaro Yoshizato,C00189,Kunio Higa,medium,book:Bishop p.122,
C00515,Shintaro Yoshizato,C00218,Kazuo Miyazato,medium,book:Bishop p.122,
C00515,Shintaro Yoshizato,C00243,Nobuo Miyazato,medium,book:Bishop p.122,
C00515,Shintaro Yoshizato,C00295,Seken Akamine,medium,book:Bishop p.122,
C00515,Shintaro Yoshizato,C00371,Mitsuo Miyazato,medium,book:Bishop p.122,
C00515,Shintaro Yoshizato,C00446,Sadao Miyazato,medium,book:Bishop p.122,
C00515,Shintaro Yoshizato,C00618,Toshimasa Matsumoto,medium,book:Bishop p.122,
C00518,Shinyei Kyan,A0128,Kiichi Nakamoto,high,research:https://en.wikipedia.org/wiki/Ufuchiku_Kobudo,
C00518,Shinyei Kyan,C00329,Masakazu Miyagi,high,book:Bishop p.152,
C00518,Shinyei Kyan,Q7827674,Toshihiro Oshiro,low,research:https://karate-schwerte.de/yamanni-chinen-ryu-kobujutsu/,
C00522,Shoi Sai,C00141,Isei Kojo,low,research:https://koshinkan.org/478-2/ | research:https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,
C00522,Shoi Sai,C00564,Taitei Kojo,low,research:https://simonechierchini.com/2020/04/29/kojo-ryu-karate-lo-stile-fantasma-di-okinawa/ | research:https://koshinkan.org/478-2/,
C00525,Shoko Itokazu,Q5349190,Eiichi Miyazato,high,book:Bishop p.32,
C00527,Shosei Kina,A0127,Kaishu Isa,high,research:https://en.wikipedia.org/wiki/Ufuchiku_Kobudo | research:https://www.tmai-honbu.com/kokusai-ryukyu-kobujutsu-kenkyokai/,
C00527,Shosei Kina,A0128,Kiichi Nakamoto,high,research:https://en.wikipedia.org/wiki/Ufuchiku_Kobudo | research:https://travel67.com/2019/09/03/kiichi-nakamoto-10th-dan-goju-ryu-karate-10th-dan-ryukyu-dento-kobujutsu/,
C00527,Shosei Kina,A0129,Kantoku Izumikawa,low,research:https://en.wikipedia.org/wiki/Ufuchiku_Kobudo,
C00527,Shosei Kina,C00201,Masahiro Nakamoto,high,research:https://www.patreon.com/posts/nakamoto-106131775 | research:https://www.karatebyjesse.com/gendai-no-bushi-nakamoto-masahiro-pt-1/,
C00527,Shosei Kina,C00518,Shinyei Kyan,high,research:https://en.wikipedia.org/wiki/Ufuchiku_Kobudo,
C00542,Shuren Kojo,C00107,Kafu Kojo,high,research:https://koshinkan.org/478-2/ | research:https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,
C00546,Shusei Maeshiro,J0048,Tsuneo Shimabukuro,high,"research:Budo Japan dm13e: long-term teacher at the Uechi-ryu Aja Shubukan dojo, who certified his karate 10th dan",
C00549,Sogen Sakiyama,Q1963468,Shoshin Nagamine,medium,book:Bishop p.96,
C00550,Soko Kishimoto,A0211,Seiken Shukumine,medium,research:https://genseiryu.eu/ | research:https://en.wikipedia.org/wiki/Genseiry%C5%AB | research:https://japankaratedo.biz/history/,
C00550,Soko Kishimoto,C00494,Seitoku Higa,high,research:https://ilpracticalkarate.com/kishimotodi | research:https://www.karateobsession.com/2020/12/kishimotodi-revisited.html | research:https://okinawa-kenpo.com/en.php,
C00564,Taitei Kojo,C00001,Homei Kojo (Akahige),low,research:https://koshinkan.org/478-2/ | research:https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,
C00564,Taitei Kojo,Q41105,Gichin Funakoshi,low,research:https://koshinkan.org/history/ | research:https://shorinjiryublog.wordpress.com/2019/09/01/the-kenpo-of-kume-village/,
C00564,Taitei Kojo,Q699236,Kanryo Higaonna,medium,research:https://en.wikipedia.org/wiki/G%C5%8Dj%C5%AB-ry%C5%AB | research:https://en.wikipedia.org/wiki/Higaonna_Kanry%C5%8D | research:https://shorinjiryublog.wordpress.com/2019/09/01/the-kenpo-of-kume-village/,
C00566,Takashi Kinjo,J0036,Kōtarō Iha,medium,research:https://sites.google.com/tsuzukete.com/home/knowledge/history/kotaro-iha,
C00586,Teruo Hayashi,A0026,Yoshimi Inoue,high,research:http://findingkarate.com/wordpress/spotlight-yoshimi-inoue-trainer-of-champions/ | research:https://www.facebook.com/wkfofficial/photos/538096786330101/,
C00586,Teruo Hayashi,A0088,Akio Minakami,high,research:https://en.wikipedia.org/wiki/Akio_Minakami | research:http://findingkarate.com/wordpress/akio-minakami/,
C00586,Teruo Hayashi,Q3959901,Shogo Kuniba,low,research:https://shuriway.com/hayashi.html | research:https://es.wikipedia.org/wiki/Teruo_Hayashi,
C00604,Tokumine Pechin,Q1147708,Choki Motobu,medium,book:Bishop p.86,
C00604,Tokumine Pechin,Q2393877,Chotoku Kyan,high,research:https://en.wikipedia.org/wiki/Ch%C5%8Dtoku_Kyan,
C00606,Tomei Tsuha,C00471,Seijin Inamine,high,book:Bishop p.104,
C00625,Tsuguo Sakumoto,A0191,Arata Kinjo,high,research:https://ja.wikipedia.org/wiki/%E9%87%91%E5%9F%8E%E6%96%B0 | research:https://ja.wikipedia.org/wiki/%E4%BD%90%E4%B9%85%E6%9C%AC%E5%97%A3%E7%94%B7 | research:https://www.jkf.ne.jp/info/other/20230320/25397,
C00625,Tsuguo Sakumoto,A0192,Takuya Uemura,high,research:https://ja.wikipedia.org/wiki/%E4%B8%8A%E6%9D%91%E6%8B%93%E4%B9%9F | research:https://ja.wikipedia.org/wiki/%E4%BD%90%E4%B9%85%E6%9C%AC%E5%97%A3%E7%94%B7 | research:https://www.jkf.ne.jp/info/other/20230320/25397,
C00625,Tsuguo Sakumoto,J0106,Yuka Shimizu,high,research:https://ja.wikipedia.org/wiki/%E4%BD%90%E4%B9%85%E6%9C%AC%E5%97%A3%E7%94%B7,
C00625,Tsuguo Sakumoto,Q64574038,Ryo Kiyuna,high,research:http://findingkarate.com/wordpress/ryo-kiyuna/ | research:https://www.wkf.net/news-center/article/!/1736/karateworldchamps-ryo-kiyuna-i-only-focus-on-my-sensei | research:https://www.nippon.com/en/japan-topics/c07605/,
C00627,Tsuken Hantaka,C00637,Ushi Komesu,medium,book:Bishop p.61,
C00634,Tung Chin,C00002,Akio Kinjo,medium,book:Bishop p.195,
C00637,Ushi Komesu,Q3139173,Hohan Soken,high,book:Bishop p.59-60,
C00639,Wai Shin Zan,C00108,Kaho Kojo,low,research:https://koshinkan.org/478-2/,
C00639,Wai Shin Zan,C00244,Norisato Nakaima,medium,book:Bishop p.193,
C00639,Wai Shin Zan,C00436,Ryosei Kuwae,medium,book:Bishop p.45,
C00639,Wai Shin Zan,C00564,Taitei Kojo,high,research:https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81 | research:https://shorinjiryublog.wordpress.com/2019/09/01/the-kenpo-of-kume-village/ | research:https://simonechierchini.com/2020/04/29/kojo-ryu-karate-lo-stile-fantasma-di-okinawa/,
C00639,Wai Shin Zan,Q584466,Seisho Arakaki,high,research:https://en.wikipedia.org/wiki/Arakaki_Seish%C5%8D | research:https://koshinkan.org/index.php/history/,
C00639,Wai Shin Zan,Q699236,Kanryo Higaonna,high,research:https://en.wikipedia.org/wiki/Higaonna_Kanry%C5%8D | research:https://okinawankarate.org/shorin-ryu-shuri-te.html,
C00639,Wai Shin Zan,W0015,Bushi Nagahama,medium,book:Nagamine/Cramer/Guarelli SECTION 17,
C00646,Yashichiro Ijuin,Q715769,Sokon Matsumura,medium,book:Bishop p.55,
C00653,Yoshiaki Gakiya,C00057,Franco Sanguinetti,low,research:https://dev.bushikan.com/sensei/,
C00653,Yoshiaki Gakiya,N0169,Andrea Guarelli,high,"book:Guarelli, Okinawan Kobudo SECTION 8",
C00659,Yoshio Hichiya,C00265,Koei Teruya,low,research:https://ogkk.okinawa/archives/about/history,
C00660,Yoshio Itokazu,C00031,Shiji Mizokami,high,book:Bishop p.39,
C00660,Yoshio Itokazu,C00047,Minoru Yamada,high,book:Bishop p.39,
C00672,Zenpo Shimabukuro,A0042,Zenshun Shimabukuro,high,research:https://budojapan.com/karate/20240514sbk/,
C00672,Zenpo Shimabukuro,A0044,Dan Smith,high,research:https://www.reservoirkarate.com/history,
C00672,Zenpo Shimabukuro,A0045,Walter Dailey,high,book:Bishop p.101,
C00672,Zenpo Shimabukuro,C00146,Jack Mark,high,book:Bishop p.101,
C00672,Zenpo Shimabukuro,C00248,Kim Diginakis,high,book:Bishop p.101,
C00672,Zenpo Shimabukuro,C00390,Noboru Isakawa,high,book:Bishop p.101,
J0051,Tesshin Hamada,J0066,Keith Seal,high,research:https://www.outerbanks.com/bushin-kan-karate.html,
J0051,Tesshin Hamada,J0067,William Stockey,medium,research:https://www.e-budo.com/archive/index.php/t-14491.html,
J0051,Tesshin Hamada,J0068,Kim Baylor,low,"research:https://www.princeton.edu/~kendo/about.htm — association only, teaching relationship NOT stated",
J0051,Tesshin Hamada,J0069,Soichiro Higashi,medium,research:https://www.kiu.ac.jp/2025/01/08/post-39003/,
J0051,Tesshin Hamada,J0070,Larry King,low,research:https://victorybushinkan.com/instructors/,
J0060,Toshikazu Sakamoto,J0066,Keith Seal,medium,research:https://bushinkankarate.wordpress.com/training-manual/,
J0072,Masafumi Suzuki,J0079,Yasuo Kawano,medium,research:https://ja.wikipedia.org/wiki/日本正武館,
J0072,Masafumi Suzuki,Q1584213,Masayuki Hisataka,low,research:https://ja.wikipedia.org/wiki/全日本硬式空手道連盟,
J0073,Hiroyasu Tamae,J0074,Norio Nakamura,medium,research:https://ja.wikipedia.org/wiki/錬武舘,
J0074,Norio Nakamura,C00230,Kenjiro Chiba,low,research:https://ja.wikipedia.org/wiki/全日本硬式空手道連盟,
J0074,Norio Nakamura,J0078,Katsumi Uesugi,medium,research:https://ja.wikipedia.org/wiki/全日本硬式空手道連盟,
J0077,Kensuke Ohama,J0073,Hiroyasu Tamae,high,research:https://www.weblio.jp/content/玉得博康,
J0081,Kazuya Kanzaki,J0083,Shigehide Ikeda,medium,research:https://ja.wikipedia.org/wiki/%E6%9D%B1%E6%81%A9%E6%B5%81,
J0082,Shigemitsu Kyoda,J0081,Kazuya Kanzaki,high,research:https://ja.wikipedia.org/wiki/%E7%A5%9E%E5%B4%8E%E5%92%8C%E4%B9%9F,
J0103,Sanra Kinjo,Q1620643,Kori Hisataka,high,research:https://ja.wikipedia.org/wiki/%E5%B0%91%E6%9E%97%E5%AF%BA%E6%B5%81%E6%8B%B3%E8%A1%8C%E9%A4%A8%E7%A9%BA%E6%89%8B%E9%81%93,
J0108,Shinchin Matayoshi,Q1908088,Shinko Matayoshi,high,research:https://www.nihonkobudokyoukai.org/martialarts/066/,
J0109,Shintoku Matayoshi,J0108,Shinchin Matayoshi,high,research:https://www.nihonkobudokyoukai.org/martialarts/066/,
J0109,Shintoku Matayoshi,Q1908088,Shinko Matayoshi,medium,"book:Guarelli, Okinawan Kobudo guarelli02 line 11",
J0110,Raisuke Higa,C00035,Eisuke Akamine,high,research:https://kobudo-shinbukan.jp/,
J0111,Yohei Akamine,C00035,Eisuke Akamine,high,research:https://kobudo-shinbukan.jp/,
J0112,Jinsaburo Higa,C00035,Eisuke Akamine,high,research:https://kobudo-shinbukan.jp/,
J0113,Aburaya Yamagusuku,C00449,Sanda Chinen,medium,research:https://www.nihonkobudokyoukai.org/martialarts/062/,
J0115,Masatomo Nakamura,A0118,Hidemi Tamayose,medium,research:https://www.okinawatimes.co.jp/articles/-/344876,
J0117,Jotaro Takagi,J0119,Yoshinori Takita,medium,research:https://ja.wikipedia.org/wiki/日本空手道松濤會,
J0118,Giei Funakoshi,J0121,Tomosaburo Okano,medium,research:https://karate-do.main.jp/kenkojuku1/,
J0121,Tomosaburo Okano,J0122,Tomokatsu Okano,high,research:https://webhiden.jp/guide/dojyo336/,
J0126,Sadao Ayase,J0125,Tetsuo Narikawa,high,research:https://ja.wikipedia.org/wiki/玄制流,
J0154,Yoo Eung-jun,A0150,Son Duk-sung (Duk Sung Son),medium,research:https://en.wikipedia.org/wiki/Chung_Do_Kwan,
J0154,Yoo Eung-jun,A0156,Uhm Woon-kyu,medium,research:https://en.wikipedia.org/wiki/Chung_Do_Kwan,
J0165,Lee Seung-wan,J0166,Ahn Hak-seon,low,research:https://mookas.com/news/17833,
J0168,Hong Chong-soo,J0171,Oh Se-jun,medium,research:http://www.ourtoday.co.kr/news/article.html?no=23340,
J0173,Lee Haeng-ung,J0174,Lee Soon-ho,medium,research:https://ko.wikipedia.org/wiki/이순호_(무술가),
J0178,Choi Yong-sool,J0179,Ji Han-jae,high,research:https://ko.wikipedia.org/wiki/최용술,
J0183,Ademir da Costa,Q3081845,Francisco Filho,medium,research:https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%87%E3%83%9F%E3%83%BC%E3%83%AB%E3%83%BB%E3%83%80%E3%83%BB%E3%82%B3%E3%82%B9%E3%82%BF,
J0189,Hiroo Mochizuki,Q352678,Bjorn Bregy,low,research:https://www.yoseikan.com/,
KN006,Chinen Shikiyanaka,J0113,Aburaya Yamagusuku,medium,research:https://www.nihonkobudokyoukai.org/martialarts/062/,
N0008,Aji Tanmei Iha,Q1963468,Shoshin Nagamine,high,"book:Nagamine, Tales of Okinawa's Great Masters PDF 85",
N0027,Shinjō Gima,N0061,Sokan Noguni,medium,book:Nagamine/Cramer/Guarelli SECTION 8,
N0028,Ying Jin,Q1908088,Shinko Matayoshi,medium,book:Nagamine/Cramer/Guarelli guarelli02 line 31,
N0107,Seikun Ishikawa,N0033,Seijin Ishikawa,medium,book:Nagamine/Cramer/Guarelli PDF PAGE 169,
N0140,Chokuho Agena,Q1908088,Shinko Matayoshi,medium,book:Nagamine/Cramer/Guarelli guarelli02 lines 11-13,
N0153,Musashi Miyamoto,N0108,Magonojo Terao,medium,"book:Nagamine, Tales of Okinawa's Great Masters PDF PAGE 182",
N0155,Ansei Misato,Q1963468,Shoshin Nagamine,high,"book:Nagamine, Tales of Okinawa's Great Masters PDF 132",
N0155,Ansei Misato,Q557301,Ankichi Arakaki,medium,"book:Nagamine, Tales of Okinawa's Great Masters PDF 132",
N0158,Tanouye Rotaishi,Q1963468,Shoshin Nagamine,high,"book:Nagamine, Tales of Okinawa's Great Masters PDF PAGE 179",
N0170,Shin'ushi Irei,Q1908088,Shinko Matayoshi,medium,"book:Guarelli, Okinawan Kobudo guarelli02 line 13",
N0172,Su Yinghan,N0169,Andrea Guarelli,high,"book:Guarelli, Okinawan Kobudo SECTION 9",
N0202,Gifuku Funakoshi,Q41105,Gichin Funakoshi,high,book:Nagamine/Cramer/Guarelli SECTION 20,
N0222,Miao Xing,Q221121,Chojun Miyagi,medium,"book:Cramer, The History of Karate and the Masters Who Made It SECTION 22",
N0223,Jiao Gui Wu,Q1908088,Shinko Matayoshi,medium,book:Nagamine/Cramer/Guarelli guarelli02 line 29,
N0224,Ryuko Shiishi,Q1908088,Shinko Matayoshi,medium,"book:Guarelli, Okinawan Kobudo chunk guarelli04, line 109",
Q1046410,Jhoon Rhee,Q4731883,Allen Steen,high,infobox:teacher | wikidata:P1066,
Q106695378,Sosui Ichikawa,C00334,Tadahiko Otsuka,high,research:https://jamessumarac.com/an-interview-with-sensei-tadahiko-ohtsuka-part-1/ | research:https://jamessumarac.com/traditional-goju-ryu-karate/,
Q1071733,Choshin Chibana,A0031,Joki Uema,high,research:https://en.wikipedia.org/wiki/Ch%C5%8Dshin_Chibana | research:https://www.shubukan.jp/,
Q1071733,Choshin Chibana,A0040,Pat Nakata,high,research:https://liuchiuan.com/wp-content/uploads/2013/08/cfachibana.pdf | research:https://appliedkarate.com/2013/02/16/the-passing-of-pat-nakata-sensei/ | research:https://bujutsublogger.blogspot.com/2013/04/chibana-chosin-sensei-interview-with.html,
Q1071733,Choshin Chibana,A0041,Yoshihide Shinzato,high,research:https://en.wikipedia.org/wiki/Ch%C5%8Dshin_Chibana,
Q1071733,Choshin Chibana,A0054,Kensei Taba,low,research:https://moeweb.wixsite.com/shorin-ryu/taba-kensei | research:https://karatedr.com/about-us,
Q1071733,Choshin Chibana,C00034,Eizo Shimabukuro,medium,research:https://en.wikipedia.org/wiki/Ch%C5%8Dshin_Chibana,
Q1071733,Choshin Chibana,C00201,Masahiro Nakamoto,high,research:https://www.karatebyjesse.com/gendai-no-bushi-nakamoto-masahiro-pt-1/ | research:https://budojapan.com/guide/post_251/,
Q1071733,Choshin Chibana,C00212,Katsumi Murakami,medium,research:https://ryubukandojo.wordpress.com/2015/08/17/katsumi-murakami/,
Q1071733,Choshin Chibana,C00236,Kensei Kinjo,medium,research:https://www.thedojo.us/history/chibana | research:https://www.kiyobukan.com/about-us/our-lineage,
Q1071733,Choshin Chibana,C00494,Seitoku Higa,low,research:http://www.kcdw.de/kobudo.htm | research:https://www.e-budo.com/archive/index.php/t-41484.html,
Q1071733,Choshin Chibana,C00623,Tsugio Yonezawa,medium,research:https://ja.wikipedia.org/wiki/%E7%9F%A5%E8%8A%B1%E6%9C%9D%E4%BF%A1 | research:https://zh.wikipedia.org/wiki/%E7%9F%A5%E8%8A%B1%E6%9C%9D%E4%BF%A1,
Q1071733,Choshin Chibana,J0005,Seigi Ishikawa,high,research:https://beisho.org/historical_12.html,
Q1071733,Choshin Chibana,J0006,Seitoku Ishikawa,medium,research:https://kyudomugen.com/karateka/,
Q1071733,Choshin Chibana,J0023,Katsuyuki Shimabukuro,medium,"research:https://www.facebook.com/groups/709248329841056/posts/1742438559855356/ (described as a student of Chibana Chosin, later Higa Yuchoku)",
Q1071733,Choshin Chibana,J0036,Kōtarō Iha,medium,research:https://sites.google.com/tsuzukete.com/home/knowledge/history/kotaro-iha,
Q1071733,Choshin Chibana,Q130739281,Naonobu Ahagon,high,infobox:students | research:https://en.wikipedia.org/wiki/Ch%C5%8Dshin_Chibana,
Q1071733,Choshin Chibana,Q15987180,Chozo Nakama,high,infobox:students | research:https://en.wikipedia.org/wiki/Ch%C5%8Dshin_Chibana | research:https://en.wikipedia.org/wiki/Chozo_Nakama | research:https://www.thedojo.us/history/chibana | wikidata:P802,
Q1071733,Choshin Chibana,Q15987228,Yuchoku Higa,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Ch%C5%8Dshin_Chibana | research:https://en.wikipedia.org/wiki/Sh%C5%8Drin-ry%C5%AB_Kyud%C5%8Dkan | research:https://www.thedojo.us/history/chibana | wikidata:P1066 | wikidata:P802,
Q1071733,Choshin Chibana,Q3194253,Katsuya Miyahira,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Beikoku_Shidokan | research:https://en.wikipedia.org/wiki/Katsuya_Miyahira | research:https://www.shorinryu.de/eng/sensei-miyahira-katsuya-eng.html | text_context:teacher_keyword | wikidata:P1066 | wikidata:P802,
Q1071733,Choshin Chibana,Q3482635,Shugoro Nakazato,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Ch%C5%8Dshin_Chibana | research:https://en.wikipedia.org/wiki/Shugoro_Nakazato | research:https://www.thedojo.us/history/chibana | wikidata:P1066 | wikidata:P802,
Q1071733,Choshin Chibana,Q4351940,Yasuhiro Konishi,low,infobox:teacher,
Q1071733,Choshin Chibana,Q557301,Ankichi Arakaki,high,infobox:students | infobox:teacher | text_context:teacher_keyword | text_pattern:learned_from | wikidata:P1066 | wikidata:P802,
Q11365653,Hideo Nakamura,Q920672,Hatsuo Royama,high,research:https://en.wikipedia.org/wiki/Hatsuo_Royama | wikidata:P1066,
Q11399569,Shigeo Kato,Q2664662,Shokei Matsui,high,wikidata:P1066,
Q11449231,Kenji Ushiro,Q5361556,Hajime Kazumi,high,wikidata:P1066,
Q11470681,Tatsuo Yamada,Q294548,Mas Oyama,medium,research:https://ja.wikipedia.org/wiki/山田辰雄_(空手家),
Q1147708,Choki Motobu,A0028,Chosei Motobu,high,research:https://medium.com/@motobu715/motobu-ch%C5%8Dsei-headmaster-of-motobu-kenp%C5%8D-and-motobu-udund%C4%AB-4b0c9d817d1c | research:https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dki,
Q1147708,Choki Motobu,A0219,Chomo Motobu,high,research:https://medium.com/motobu-ryu-blog/why-i-was-taught-motobu-udund%C4%AB-b927598a3453,
Q1147708,Choki Motobu,C00034,Eizo Shimabukuro,medium,research:https://www.tranquilcloudtemple.com/training/about-the-style-shobayashi-ryu | research:https://www.usadojo.com/eizo-shimabukuro/ | research:https://www.usadojo.com/shobayashi-shorin-ryu/ | research:https://www.whistlekickmartialartsradio.com/blog/955-eizo-shimabukuro-legacy,
Q1147708,Choki Motobu,C00174,Kamesuke Higaonna,high,research:https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dki | research:https://www.amazon.com/Higaonna-Kamesuke-Karate-Okinawa-Hawaii/dp/1542340942,
Q1147708,Choki Motobu,C00285,Kosei Kokuba,high,research:https://ikku.org/education/masters/kosei-kokuba/ | research:http://itkka.com/en/master-kokuba-kosei-1900-1959/,
Q1147708,Choki Motobu,C00514,Shinsuke Kaneshima,high,research:http://okkb.org/onko-chishin/3765 | research:https://www.budowarrior.com/posts/16858156,
Q1147708,Choki Motobu,C00517,Shinyei Kaneshima,high,book:Bishop p.63,
Q1147708,Choki Motobu,J0080,Nisaburo Miki,low,research:https://note.com/motoburyu/n/n2bd1170c4835,
Q1147708,Choki Motobu,Q11470681,Tatsuo Yamada,medium,infobox:students,
Q1147708,Choki Motobu,Q15987180,Chozo Nakama,high,research:https://note.com/motoburyu/n/nedf39279e0be,
Q1147708,Choki Motobu,Q1963468,Shoshin Nagamine,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dki | wikidata:P1066,
Q1147708,Choki Motobu,Q27363,Tatsuo Shimabuku,medium,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dki | text_context:teacher_keyword,
Q1147708,Choki Motobu,Q3194253,Katsuya Miyahira,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Katsuya_Miyahira | research:https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dki,
Q1147708,Choki Motobu,Q38585428,Shigeru Nakamura,low,research:https://www.usadojo.com/shigeru-nakamura/,
Q1147708,Choki Motobu,Q386415,Hironori Otsuka,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dki | text_pattern:learned_from | wikidata:P1066 | wikidata:P802,
Q1147708,Choki Motobu,Q4351940,Yasuhiro Konishi,high,infobox:teacher | research:https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dki,
Q1147708,Choki Motobu,Q7418861,Sannosuke Ueshima,high,infobox:students | research:https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dki | wikidata:P1066 | wikidata:P802,
Q1147708,Choki Motobu,W0004,Takano Genjuro,high,research:https://medium.com/@motobu715/motobu-ch%C5%8Dkis-kata-0d96d24afd6e,
Q1147708,Choki Motobu,W0019,Marukawa Kenji,high,research:https://medium.com/@motobu715/the-secretiveness-of-motobu-ch%C5%8Dki-95db4441cd04,
